class,weibo_content,weibo_id
金融相关,【发改委加速“资质”审批重启 新能源汽车“新老合作”成趋势】财联社7月28日讯，新能源汽车的投资项目核准已经暂停一年多，而为了抢占补贴退出和合资品牌入市前的窗口期，新造车企业已经等不及重启后的排队过批。一边与传统车企合作代工生产，一边收购有资质的“壳”企业，一边自己申请资质，正在成为新造车企业们的首选。而传统车企则放开手脚，开始以制造环节的优势主动抓住新的机遇。《汽车产业投资管理规定（征求意见稿）》正在走最后的批示流程，该规定一旦正式实施，新能源汽车的投资项目核准的审批也将随即重启。（经济观察报）,4266671092593070
金融无关,【“红月亮”来啦！天幕上演月全食美景[色]】跟大家分享一组28日凌晨在四川甘孜县拍摄的月全食中的“红月亮”~这么美的“红月亮”如果你睡梦中错过，赶紧戳高清大图，一起来看！[笑哈哈]（来源：@新华网 ）,4266670861931460
金融相关,【地方融资平台迎来及时雨，严控隐性债务增量方向不变】和2015年连续降息、降准的情形不同的是，此次国务院常务会议明确指出，保持宏观政策稳定，坚持不搞“大水漫灌”强刺激。,4266670052391810
金融相关,【外籍人士泄露内幕交易信息遭罚60万元】近日，证监会依法对4宗内幕交易案件作出行政处罚，其中外籍人士黄炳文泄露东风股份内幕信息，证监会对其作出处罚。证监会新闻发言人常德鹏表示，将持续保持对内幕交易行为的监管高压，发现违法行为即严格依照我国法律实施行政处罚。,4266668911401560
金融相关,【新三板公司IPO遭遇“黑7月” 今年过会率跌至45%】2018年至今共有31家新三板公司上会，其中14家获得通过，16家被否，1家被暂缓表决。整体过会率约45%，明显低于整体水平。尤其是6月至今，新三板公司的过会率，更是下降明显。6月、7月至今共有9家新三板公司上会，仅有顶固集创和捷昌驱动2家过会，过会率仅约22%。,4266667222074540
金融无关,【分享一份酒店大厨的做菜秘诀】素菜篇、荤菜篇、煲汤篇、调料篇……只需2分钟，色香味俱全！戳图get技巧↓↓,4266666626105040
金融无关,【你被晃过吗？ 给更多人！请正确使用车灯！】滥用远光灯会使驾驶员瞬间致盲，降低人对速度、距离、宽度的判断力下降，因为这些原因而产生的交通事故不在少数。司机如何正确使用车灯？当行车途中遇到来车的远光灯时又该怎么办？戳↓为了你和他人的安全，请正确使用远光灯！,4266666399948860
金融相关,【证监会核发郑州银行IPO批文 未披露融资规模】7月27日，证监会按法定程序核准了郑州银行股份有限公司的首发申请，未披露融资规模。郑州银行股份有限公司及其承销商将与深交所协商确定发行日程，并刊登招股文件。郑州银行是于今年5月22日第80次发审会获得通过的。目前成功过会的还有长沙银行和紫金农商银行。,4266666399429320
金融相关,【国际油价连涨 汽柴油批零价差大幅收窄】近日，国际油价再开启连涨模式，继续走高，国内成品油行情亦止跌回涨。据金联创监测数据显示，截至7月27日，0#柴油全国均价为6936元/吨，较7月20日涨155元/吨，92#汽油均价为8045元/吨，较7月20日涨157元/吨。成品油批发行情走高的同时，零售限价下调，国内汽油柴油批零价差大幅收窄。,4266663882616360
金融相关,【28日早新闻丨重磅！证监会深夜发声：这类公司坚决依法强制退市】,4266663639398770
金融相关,【新三板8家企业将赴港发行H股】7月27日，《证券日报》记者从全国股 系统获悉，截至目前已有8家新三板企业披露公告称将到香港交易所发行H股。今年4月21日，全国股 系统与香港交易所签署合作谅解备忘录，明确新三板挂牌公司可以申请到香港交易所上市。全国股 系统对挂牌公司申请到香港交易所发行股票和上市不设前置审查程序及特别条件。,4266661366632370
金融无关,【穿衣颜色影响第一印象[米奇比心]】要想给人留下好印象，首先要穿对颜色。①红色：增强说服力。②粉色：给人以甜美的印象。③橙色：给人亲切感。④黄色：知性或幽默。⑤绿色：给人安全感。⑥蓝色：让人感觉宁静。⑦白色：给人纯洁、文雅之感。⑧黑色：威严和成熟感。今天你穿的什么颜色？  （来源：@生命时报 ）,4266661249424600
金融无关,【大家都在看哪些书？一起囤点精神食粮】眼睛到不了的地方，文字可以。分享一份畅销书单：《岛上书店》《解忧杂货店》《这么慢，那么美》《三体全集》《无声告白》……你读过几本？,4266659068167780
金融相关,【价格上涨助推 工业利润半年大增17.2%】7月27日，国家统计局发布的工业企业财务数据显示，今年上半年，全国规模以上工业企业利润同比增长17.2%，增速比1月份至5月份加快0.7个百分点。其中，6月份利润增长20%，增速比5月份回落1.1个百分点。,4266658849826940
金融相关,发表了博文《小米等内地新经济公司应早日纳入港股通》,4266658363228080
金融相关,#微博新鲜事##新浪财经##名博评论##有观点的财经社区##今日看盘#@微博股票 应该说，恒生三大指数中的“外国公司股票”及“合订证券”暂不纳入港股通，是很正常的。毕竟内地投资者对这两类股票并不了解。但将小米等内地同股不同权的新经济类公司也暂拒在港股通的大门之外，这种做法甚是不妥。毕竟参与港股通交易的都是有一定风险承受能力与投资水平的内地投资者，让这部分投资者率先接触“同股不同权”公司其实很正常。实际上，象小米等来自内地的新经济类公司应早日纳入港股通标的。,4266658346702540
金融相关,小米等内地新经济公司应早日纳入港股通(同步自@新浪看点 ),4266658341589740
金融无关,#7月28日四大证券报精华摘要#【证券日报】新退市意见出炉 七种重大违法情形将强退;投之家股东疑云暴露网贷风控先天不足 只有信息中介才能“留下来”;个税法征求意见“满月” 上调起征点呼声高。,4266657902424800
金融无关,27日晚间，资本市场迎来了退市制度的修改。与国务院调查组的紧锣密鼓调查一样，证监会对退市制度的相应修改，让市场感慨速度之快。,4266656424821500
金融无关,【金融稳与活也是金融安全题中之义】金融是现代经济的核心和血脉，金融安全也不仅仅是对金融领域违法犯罪的处罚，金融稳，金融活，也是广义金融安全的题中之义。防范金融风险提升金融安全的最终目的，是打造为实体经济发展创造良好金融环境，疏通金融进入实体经济的渠道，而眼下，就是要增加对中小微企业、高新技术产业的融资支持，为实现中国经济高质量发展创造更好的条件。,4266656333279450
金融相关,【神操作！搞定1000000%恶性通胀，委内瑞拉用了这一招…】委内瑞拉股市今年迄今暴涨大约7245%，过去10年暴涨2381倍。但以美元计价来看，投资者早已血本无归。货币急速贬值，历史最严重的恶性通胀危机之一，委内瑞拉经济正陷入崩溃状态。为了挽救经济，今年3月22日委内瑞拉总统马杜罗宣布将进行一场新的货币改革。,4266653334501500
金融相关,【新退市意见出炉 七种重大违法情形将强退】证监会相关负责人表示，这次对退市制度的修改完善，对于进一步健全资本市场功能，增强市场主体活力，塑造理性投资文化，形成优胜劣汰的良好机制具有重要意义。对有关重大违法公司，特别是严重危害市场秩序，严重侵害群众利益，造成重大社会影响的，坚决依法实施强制退市。,4266653028580230
金融相关,#重要公告集锦#【7月28日】中兴通讯（000063）公告：公司发布更新后的一季报，一季度公司实现营业总收入275.26亿元，同比增长6.92%；净利润亏损54.07亿元，同比由盈 亏，去年同期中兴通讯实现净利润12.13亿元。基本每股收益由更新前的0.4元/股下降至-1.29元/股。,4266651799697970
金融无关,1976年7月28日，3时42分53.8秒，7.8级，12秒，24.2万人遇难。强震产生的能量相当于400颗广岛原子弹爆炸，整个唐山市顷刻间夷为平地……今天，唐山大地震42周年。为了沉重的记忆，一起 ，祭奠每一个逝去的同胞。[蜡烛],4266651514099140
金融相关,【7月调控次数创新高，严防楼市预期“燥热”】据中原地产统计数据显示，就在住建部发布30城市巡查整顿房地产通知后，全国多城市密集开启新一轮房地产整顿。截止到目前，7月已经有超过40个城市发布了各类房地产调控升级政策，累计超过40次。,4266649916464670
金融相关,证监会:严重侵害群众利益的公司 坚决依法强制退市----------坚决支持。,4266643737842070
金融无关,证监会修改退市制度 长生生物拉响退市警报_------按照有关规定，疫苗生产应当按批准的工艺流程在一个连续的生产过程内进行。但该企业为降低成本、提高狂犬病疫苗生产成功率，违反批准的生产工艺组织生产，包括使用不同批次原液勾兑进行产品分装，对原液勾兑后进行二次浓缩和纯化处理，个别批次产品使用超过规定有效期的原液生产成品制剂，虚假标注制剂产品生产日期，生产结束后的小鼠攻毒试验改为在原液生产阶段进行。为掩盖上述违法违规行为，企业有系统地编造生产、检验记录，开具填写虚假日期的小鼠购买发票，以应付监管部门检查。,4266642878173710
金融相关,#金砖时刻#【金砖国家：对全球经济增长的贡献率超50%，成为世界经济一抹亮色】“金砖国家”这个词诞生于2001年，它由英国经济学家吉姆·奥尼尔的一份研究报告中首次提出，最初是指巴西、俄罗斯、印度和中国。因为这四个国家英文首字母组成的“BRIC”一词，发音与英文的“砖块”非常相似，所以被称为“金砖四国”。2010年12月，四国在协商一致的基础上，正式吸收南非加入机制。机制英文名称为“BRICS”。“金砖四国”也因此改称为“金砖国家”。这五个新兴市场国家国土面积占世界领土面积29.6%，人口占世界总人口的42.6%。在过去的十年间，它们对全球经济增长的贡献率超过50%，成为世界经济中的一抹亮色。,4266561462614750
金融相关,#长生生物拉响退市警报#【疫苗案调查细节曝光，证监会深夜修订退市制度，长生生物真的要栽了！】不少网友分析称，ST长生退市“板上钉钉”了。值得注意的是，对于“疫苗事件”对公司的影响，高俊芳的儿子、长生生物副董事长张洺豪此前在接受新京报采访时曾回应称：“（对公司的严重后果是）没了，那还有啥？该退市退市。”#狂犬疫苗生产记录造假##长春长生董事长被刑拘#,4266551538689890
金融相关,【证监会发布退市新规 长生生物或成“重大违法”退市首例】#狂犬疫苗生产记录造假##长春长生董事长被刑拘##长生生物拉响退市警报#长生生物重大疫苗事件发生后，该公司是否会被退市成为投资者最为关心的问题。7月23日，长生生物公告称存在终止上市的风险，公司高管也被刑拘。27日深夜，证监会发布退市新规，根据规则，长生生物可能成为首例因“重大违法”退市的公司。,4266550515695880
金融无关,【宴席没摆好，新娘不下轿？！一起来感受庆阳的独特中式婚礼与美食】本周日19：00央视财经频道播出的《魅力中国城》第二季第三期节目，庆阳为你带来一场独具特色的中式婚礼，呈上一席精致讨喜的婚宴：一片热闹的锣鼓声中，载着新娘的花轿抬上了舞台。吉时已到，然而新娘却迟迟不肯下轿，竟是因为宴席没有摆好！在主婚人的张罗下，九道精致的美食终于摆上桌，新娘也如愿以偿地下了轿。还没拜天地呢，她就偷偷掀开盖头一睹美食真容了。到底是什么样的美食让我们的新娘子都忍不住自己掀盖头了？看长文↓↓↓,4266549009120740
金融无关,#金砖时刻#【一幅金砖国家的网购“画像”，告诉你哪国网友更爱网购？】我国的“剁手族”们的实力大家都已经很了解了，那其他金砖国家的网购实力怎么样？通过阿里巴巴的一组大数据来了解一下：2017年，南非的网络零售规模达27亿美元，较2016年增长了15.3%，而南非人最喜爱购买的产自中国的服装、汽车摩托车和消费电子产品；俄罗斯网购人数超过4630万，网购使用率也达到了42.3%；印度已经是仅次于中国的全球第二大互联网市场，而印度的电商发展更加依赖移动通信和移动终端的普及；巴西则是拉丁美洲最大的电商市场，预计2017年巴西的跨境电商零售进口规模为27.6亿美元，比2016年增长了15%。未来，金砖国家的电子商务将持续较快增长。预计到2022年，金砖五国网络购物用户数将上升到13.5亿人，网络零售总额将增加至30061亿美元。,4266547621430730
金融无关,【证监会修改退市制度将“公众健康安全”等触发因素纳入 确实考虑了近期出现的一系列突发事件】财联社7月27日讯，证监会主席刘士余签发第146号主席令称，《关于修改<关于改革完善并严格实施上市公司退市制度的若干意见>的决定》自2018年7月27日起施行。对于证监会及时将“公共安全”、“公众健康安全”等领域的违法纳入强制退市触发条件，有市场人士解读认为，这是针对近期上市公司涉“疫苗事件”所做出的及时回应。记者从了解政策出台过程人士处了解到，证监会出台一项政策往往都需要深入研究论证，很难在短时间迅速完成，不过此次修改将“公众健康安全”等触发因素纳入，确实也是考虑了近期出现的一系列突发事件。（一财）,4266544370676020
金融相关,#金砖时刻#【英、美、日三国记者连线： 发达国家如何看本次金砖国家领导人会晤】26号上午，金砖国家领导人第十次会晤在南非约翰内斯堡举行。金砖国家领导人第十次会晤发表的《约翰内斯堡宣言》备受瞩目，纷纷被各国媒体 载和解读。部分欧洲学者认为，推动全球治理体系的改善才是一剂良方，他们也期待金砖国家可以继续闪耀，为国际贸易的发展做出更多贡献。 美国方面，IHS Markit的亚太市场分析师表示，金砖会议可能在全球化上扮演更加重要的作用。 Quartz则还深入分析了中国和非洲国家的关系，特别是在投资和外交上的紧密联系，以及和非洲各国的关系分布。日本贸易振兴机构发布的金砖五国经济前景报告认为，去年开始，伴随大宗商品价格的回暖，巴西、俄罗斯、南非经济出现回暖迹象、印度的城镇化建设加速，中国的内需持续扩大，这些因素都将成为牵引世界经济以及维护自由贸易的潜在动力。,4266542558350950
金融相关,【证监会修改退市制度 长生生物拉响退市警报】财联社7月27日讯，今日晚间，证监会发布消息称，近日，证监会发布了关于修改《关于改革完善并严格实施上市公司退市制度的若干意见》的决定，新规明确上市公司构成欺诈发行、重大信息披露违法或者其他涉及国家安全、公共安全、生态安全、生产安全和公众健康安全等领域的重大违法行为的，证券交易所应当严格依法作出暂停、终止公司股票上市交易的决定的基本制度要求。长生生物涉及了3条，公共安全，生产安全和公众健康安全。毫无疑问，证监会此次修改2014年上市公司退市制度若干意见，给正处在风口浪尖上的ST长生拉响了退市警报。,4266540608478940
金融相关,#狂犬疫苗生产记录造假##长春长生董事长被刑拘#【证监会深夜公布退市制度修改#长生生物拉响退市警报#】7月27日晚间，证监会发布《关于修改<关于改革完善并严格实施上市公司退市制度的若干意见>的决定》，其中提到，上市公司涉及公众健康安全等领域的重大违法行为要终止股票交易。今年3月份，证监会就修改退市制度征求意见，最主要的修改是将2014年的“重大违法行为先暂停上市后退市”改为“重大违法行为暂停上市或退市”。这次规则的修改，可能直接拉响ST长生的退市警报。,4266539035762130
金融无关,【迪士尼713亿美元收购21世纪福克斯获股东批准】财联社7月27日讯，21世纪福克斯和迪士尼两家公司的股东今日批准了迪士尼收购21世纪福克斯交易。今日，两家公司召开了股东大会，对这笔交易进行表决。最终，两家公司股东同意迪士尼以713亿美元收购21世纪福克斯大部分资产。这也是这笔交易付诸实施的最后一步。6月27日，这笔交易已经赢得了美国反垄断部门的批准。当然，还有待其他国家监管部门的批准，包括欧盟和中国政府。（新浪科技）,4266537264882030
金融相关,【#陆家嘴观察#：业绩好股价跌 地产股怎么了？】尽管身负巨债但仍有七成房地产企业发布了中报业绩预喜公告，孰料股市却并不买账，截至昨日，今年以来房地产板块指数跌幅已超过20%。此外房地产行业的股票质押规模占比目前已经跃居A股首位，而目前房地产板块平均负债率在80%左右。究竟是什么原因导致房企业绩与股价倒挂？未来房地产还是否值得投资？戳长文↓↓,4266537181056840
金融无关,今天中伏第一天，也是农历六月十五！喝一杯老酒，感谢所有特没谱的的磨难和幸福，让我们变得顽强！晚安！,4266535662846910
金融相关,7月27日，在媒体发布会上，苏宁易购总裁侯恩龙谈到近年来社交电商的兴起，他表示拼购虽然可以便宜，但是没有品质和服务的拼很难走远。“围绕拼不是因为便宜就可以没有品质没有底线。” （北京时间）,4266531074077380
金融无关,允许失望，但绝不能盲从。晚安~,4266530503538960
金融相关,【重磅丨证监会力推退市新规，涉及公众健康安全的违法将强制退市！】落实因重大违法强制退市公司控股股东、实际控制人、董事、监事、高级管理人员等主体的相关责任，强调其应当配合有关方面做好退市相关工作、履行相关职责的要求。¡查看图片,4266530147757710
金融无关,【“王老吉”商标纠纷一审判决加多宝赔14.4亿 广药王老吉：尊重判决】广东省高院判处加多宝集团相关6家公司自判决发生法律效力起十日内，赔偿广药集团相关经济损失及合理维权费用共计14.41亿元。此次广东高院判决赔付金额未达诉讼预期，广药集团是否会上诉？广药王老吉相关人士向《每日经济新闻》记者回应：“关于是否上诉，需请示上级相关部门研究后决定。,4266530042124730
金融无关,人民日报公号 载了环球时报文章：《几天中国人都在担忧的大事，欧美媒体却都说成不了》。,4266528872412430
金融无关,生命如此短暂，必须怀抱理想主义英雄主义情怀，不忘初心，勇闯未来！,4266528658541910
金融相关,【证监会：严重侵害群众利益的公司 坚决依法强制退市】据证监会网站，证监会发布了《关于修改<关于改革完善并严格实施上市公司退市制度的若干意见>的决定》，这次对退市制度的修改完善，对于进一步健全资本市场功能，增强市场主体活力，塑造理性投资文化，形成优胜劣汰的良好机制具有重要意义。对有关重大违法公司，特别是严重危害市场秩序，严重侵害群众利益，造成重大社会影响的，坚决依法实施强制退市。（央视财经记者：信勇）,4266527005937150
金融相关,【证监会完善退市制度：涉公众健康安全等领域的重大违法行为将被严惩】证监会发布《关于修改<关于改革完善并严格实施上市公司退市制度的若干意见>的决定》。明确上市公司构成欺诈发行、重大信息披露违法或者其他涉及国家安全、公共安全、生态安全、生产安全和公众健康安全等领域的重大违法行为的，证券交易所应当严格依法作出暂停、终止公司股票上市交易的决定的基本制度要求。,4266526494684520
金融无关,【强迫症福利[doge]】给曲奇饼干精准填色涂鸦，没有一点多余的边角料，好治愈！@人人视频,4266526352252890
金融相关,【2018券商分类结果出炉！最惨下调6级，近9年首个D类出现】2018年证券公司分类结果显示，共有40家券商被评为A类，数量与去年持平，占比40.8%；40家A类券商中，共有12家券商评为A类AA级，较去年多了1家；B类券商共有49家，相较去年多1家，占比50%……（券商中国）¡查看图片,4266524150319440
金融相关,【证监会修改退市意见，上市公司涉公共健康安全重大违法要终止股票交易】#狂犬疫苗生产记录造假##长春长生董事长被刑拘##长生生物拉响退市警报#7月27日，证监会通过官网发布《关于修改<关于改革完善并严格实施上市公司退市制度的若干意见>的决定》。根据《证券法》规定和实践需要，这次修改主要包括以下三个方面。一是完善重大违法强制退市的主要情形，明确上市公司构成欺诈发行、重大信息披露违法或者其他涉及国家安全、公共安全、生态安全、生产安全和公众健康安全等领域的重大违法行为的，证券交易所应当严格依法作出暂停、终止公司股票上市交易的决定的基本制度要求。二是强化证券交易所的退市制度实施主体责任，明确证券交易所应当制定上市公司因重大违法行为暂停上市、终止上市实施规则。三是落实因重大违法强制退市公司控股股东、实际控制人、董事、监事、高级管理人员等主体的相关责任，强调其应当配合有关方面做好退市相关工作、履行相关职责的要求。,4266523784489550
金融相关,#上证快讯#【证监会决定修改上市公司退市制度】近日，证监会发布了《关于修改<关于改革完善并严格实施上市公司退市制度的若干意见>的决定》，对2014年《关于改革完善并严格实施上市公司退市制度的若干意见》（以下简称《退市意见》）进行修改。,4266522228035770
金融相关,【白云山：“王老吉”商标法律纠纷诉讼一审判决，加多宝赔偿逾14亿元】白云山(600332)7月27日晚间发布公告称，公司控股股东广药集团于近日收到广东高院关于“王老吉”商标法律纠纷案件的一审《民事判决书》。,4266522019147590
金融相关,【独家｜金银岛1.9亿资管计划违约九州证券踩雷，公司承诺处置资产分批还款】九州证券表示，已经督促金银岛尽快制定专项还款方案，金银岛表示公司与保证人正积极筹措资金，并通过其他融资渠道资金进行差额补足。金银岛承诺，将尽快通过处置业务资产分批还款。（21）,4266521326984980
金融无关,【华尔街的“天堂”到“地狱”： Facebook为何跌没了4个拼多多？】Facebook昨晚市值蒸发了1194亿美元，这到底是一个什么概念？刚刚上市的拼拼多的市值为295亿美元，Facebook这一跌，把4个拼多多都跌没了。而这一次的大跌还要从Facebook公布的第二季财报的数据说起。乍一看营收利润都还不错，虽然营收略低于预期，但还不至于使得股价大跌近19%。仔细一看Facebook的区域日活数据，就会发现其中的问题了，北美和欧洲市场的用户增长乏力甚至还出现了衰退，这可不是一个好信号。除此之外还有一些信息非常值得重视……,4266519447737920
金融相关,证监会发布《关于修改<关于改革完善并严格实施上市公司退市制度的若干意见>的决定》。,4266518235513530
金融无关,【新华微评：流量至上无下限，当罚！】标题耸人听闻、内容低俗不堪、管理形同虚设……日前，国家网信办会同相关部门，依法处置了“内涵福利社”等一批违法违规网络短视频平台。涉事平台的“任性”，凸显其主体责任缺位和社会公德缺失。事实证明，企图以突破底线来吸引眼球换取流量的做法，于德不符、于法不容，行不通也走不远。切实负起把关责任，靠优质内容赢得流量，才是网络平台健康发展的正道。,4266517040211660
金融无关,#新华全媒头条#【11月，你不能错过的一件事：中国国际进口博览会来看看！】什么是一个吃货的自我修养？是日啖小龙虾三两斤，也是澳龙波龙帝王蟹三文鱼“万国美味”；是每天打开家门口的牛奶箱，也是看新西兰牧场直播挤奶然后72小时飞抵中国货架。开放，让美食无问东西；融合，让味蕾激情碰撞。五分钟的舌尖环球之旅，让三个“老司机”带你今晚吃鸡。11月，我们在中国国际进口博览会等你！,4266515425953500
金融无关,广州的城中村，江边的市民气，一线城市的农民最幸福,4266514838774550
金融相关,从最近几年的情况来看，平均约两天就会有一家A股上市公司变更公司名称：今年以来，有81起上市公司更名行为，在此前的2016年和2017年全年，分别出现182起和153起更名行为。总体来看，A股市场历史上共有1226家上市公司有过更名记录，占到上市公司总数的1/3，出现两次以上更名记录的公司有403家，有过3次以上更名记录的公司也超过百家。,4266514197200550
金融无关,【辛识平：中非合作，撸起袖子加油干】在非洲卢旺达，有这样一家工厂：8000平方米的厂房里，上千名当地员工忙着工作，墙上被译成英文和卢旺达语的“撸起袖子加油干”海报格外醒目。这家由中国人创办的服装厂，给当地人民带来新的希望。,4266513979057210
金融相关,27日下午，一则深圳小产权房可 正的消息，刷爆了时报君的朋友圈。众所周知，深圳小产权房占全市建筑面积比例之高，在全国都位居前列。一旦开启 正的阀门，对房价的影响将……如果文件正式施行，意味着深圳产办类“小产权”补缴地价50%即可 正。,4266513945233510
金融相关,#狂犬疫苗生产记录造假##长春长生董事长被刑拘#【国务院调查组：长春长生有系统地编造生产、检验记录，开具填写虚假日期的小鼠购买发票，以应付监管部门检查】截至25日，公安机关依法对长春长生公司董事长高某芳等16名涉嫌犯罪人员刑事拘留，冻结涉案的企业账户、个人账户。案件侦办工作正在进行中。,4266513222943760
金融无关,特朗普：美国经济增速令人惊讶。美国平均经济增速或将大幅高于3%。第二季度GDP数据是“非常非常”具可持续性的。下一季度的GDP数据将继续表现亮眼。美国经济将创下13年以来最好表现。,4266512766892420
金融相关,【美股高开纳指涨近0.5% 推特大跌14%】财联社7月27日讯，标普500指数开盘上涨4.83点，涨幅0.17%，报2842.27点；纳斯达克指数开盘上涨36.60点，涨幅0.47%，报7888.74点；道琼斯指数开盘上涨5.20点，涨幅0.02%，报25532.31点。推特第二季度月度用户数不及预估，开盘大跌14%。,4266511268734150
金融无关,【密恐慎点！共享单车坟场拍摄者：废弃单车大多完好 心疼浪费】小黄车、小红车、小蓝车、小绿紫金银铜铁车，你用过哪一种，你知道他们在哪里最多吗？拍摄者吴国勇在全国拍摄共享单车坟场，他坦言，废弃的共享单车大多完好能使用，心疼资源浪费， “完全接受不了”。@时间视频,4266510577383500
金融无关,【雄安新区：绿色出行 未来可期】今年4月，雄安市民服务中心正式对外宣布，禁止燃油车驶入园区。作为雄安新区首个建成的成规模大型建筑群，雄安市民服务中心率先在新区推行绿色出行理念，在这里，你能看到并体验到各种最新的出行理念和最先进的出行工具。@人民雄安网,4266509343828100
金融相关,【证监会：4家企业将于7月31日首发上会】财联社7月27日讯，江苏丰山集团股份有限公司、广东丸美生物技术股份有限公司、上海晶丰明源半导体股份有限公司、江西金力永磁科技股份有限公司等4家企业将于7月31日首发上会。,4266507842021110
金融相关,【一图为快丨看完这些数据，你就知道广东经济有多牛！】截至目前，已有19个省（市、区）公布2018上半年经济数据。据21数据新闻实验室了解，已公布省份中，广东GDP为4.63万亿，占全国总量的11.1%，继续领跑全国。广东GDP已经连续29年居全国首位，还有哪些亮点数据？一起看看>¡查看图片,4266507317601330
金融相关,【公告精选】7月27日晚间，多家上市公司发布晚间公告。中兴通讯第一季度亏损54亿；加多宝败诉商标案，一审被判赔偿广药集团14.4亿；精测电子股东拟清仓减持；上海莱士“ 炒股”亏损13.8亿元，上半年净亏8.6亿元，公司证券事务代表辞职；乐视网上半年预亏超11亿元，公司存在暂停上市风险,4266505607130580
金融相关,【德龙观市│在底部区间坚守手中的优质筹码】有一句股谚，叫做“五穷六绝七翻身”，在A股市场上确实屡试不爽。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4266500820956230
金融相关,【打新攻略│又一只红筹股要回A了！】中铝国际、捷佳伟创两家公司将于下周申购。中铝国际下周二（7月31日）申购，捷佳伟创（8月1日）下周三在创业板申购。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4266500753730150
金融无关,【正在直播：火星“大冲”来了】作为2018年天宇重磅天象，火星于今日上演“冲日”表演，这次“冲日”特别之处在于这是十五年一遇的“大冲”。届时，地球上的人们会看到一颗火红的亮星几乎彻夜闪耀在夜空。戳视频，新华社带你看火星“冲日”⬇⬇.,4266500523030470
金融相关,【错杀一族：这些小众领域同样“遍地黄金”】进入7月后，市场探底回升，热点逐渐增多，人气也明显回复。但除了A股市场以外，还有一些小众领域同样“遍地黄金”。基金经理们认为，可 债就是其中之一。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4266500473349040
金融相关,【券商分类结果最新出炉！东方证券等12家AA级，28家为A级（附名单）】证监会27日发布2018年证券公司分类结果，被评为AA级的券商有12家，另有28家券商为A，合计40家券商被评为A类。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4266500355360520
金融无关,【就在今晚！15年一遇的“火星大冲”遇上“红月亮”，你想和谁一起看？】7月27日，“火星冲日”震撼上演，还是15年一遇的“大冲”，将是欣赏火星的好时机。同时，28日凌晨，“红月亮”月全食也将惊艳登场，我国大部分地区可欣赏到“带食月落”的景象。via新华网,4266500305267010
金融无关,#经济茶座#【TED演讲：解决焦虑的关键，在于控制情绪】心理学教授 Lisa Feldman 通过25年的详尽研究发现，情绪并不是自然地发生在我们的身上，而是由我们自己主观意愿所创造。了解情感是如何产生的，就能帮助我们学会控制自己的情绪。,4266500304470560
金融相关,【赛车第一股加快收购 型 力盛赛车董事长致力整合产业上下游】半年报业绩预告显示，力盛赛车今年上半年实现营业总收入1.47亿元，同比大增119.92%，归属于上市公司股东的净利润为215.56万元，去年同期为亏损370万元，实现扭亏为盈。公司表示，营业收入和净利润较上年同期增长较大的主要原因是业务增长所致。本报告期公司业务平稳增长，上年新成立的公司也开始正常运 并创造效益。,4266500304470360
金融无关,【中国超算技术有重大突破：6个机柜运算速度=“天河一号”120个机柜】中国自主研发的新一代百亿亿次超级计算机——“天河三号”Ｅ级原型机日前完成研制部署，并顺利通过分项验收.原型机系统采用了三种国产自主高性能计算和通信芯片，其六个机柜的运算速度，相当于“天河一号”120个机柜的运算能力。按照进度，“天河三号”超级计算机预计于2020年研制成功。,4266499046505290
金融无关,#体验新经济#【身边经济抢“鲜”看之可以手撕的钢】你心目中的钢是啥样的？你见过厚度仅0.02毫米，相当于A4纸四分之一厚度的钢么？批量生产这种世界上最薄的不锈钢，中国企业在全球“独一份”！柔性显示屏等精密制造和电子产品都离不开它。听着是不是很带劲？一起来戳视频抢“鲜”看⬇⬇（赵阳、王大元）,4266498212251860
金融相关,7月27日龙虎榜：“次新+”已成过去时，下半年行情要看“低价+”。,4266498002421900
金融无关,【最严整顿继续，B站、秒拍被下架！纷纷回应：加大审核投入】从3月底至今，几乎所有热门的短视频平台都经历过被下架、整改或者封禁：美拍、快手、抖音、火山小视频、内涵段子、西瓜视频、秒拍、B站、56视频……在平台流量越来越大的情况下，对内容进行审核的技术和人力要求越来越高，如何有效地进行内容审核和引导，是平台“成长的烦恼”也是需要承担的责任。,4266497620648130
金融无关,【眼屎太多是病，得治！】早晨醒来，眼睛往往会有少量眼屎，这属于正常现象。正常的眼屎多为透明或淡白色，量少，且可从泪道排出。但如果人一天到晚眼屎特别多，可能是因眼睛过敏、刺激、鼻泪管阻塞、倒睫导致的，或患上结膜炎、干眼症、沙眼等眼疾，应及时就医检查。@科普中国,4266495482114500
金融相关,【美国第二季度GDP增速创4年新高】财联社7月27日讯，美国二季度实际GDP初值同比增长4.1%，为2014年以来最佳表现，预期增长4.2%，前值由2%修正为2.2%。,4266495142460790
金融无关,日本网友ARAMA发明的汉字版组合俄罗斯方块，天知道简单汉字的横横竖竖叠起来到底能组成什么新字，有点......想试试[憧憬]（@人人视频 ）,4266494860981810
