emotion,weibo_content,weibo_id
中性,#上证快讯#【7月制造业PMI为51.2% 环比回落0.3个百分点】记者31日从国家统计局获悉，2018年7月份，中国制造业采购经理指数（PMI）为51.2%，比上月回落0.3个百分点，高于临界点，制造业继续保持增长态势。,4267772550949040
中性,#上证快讯#【统计局：PMI波动但运行基本稳定 我国经济总体继续保持扩张势头】国家统计局服务业调查中心高级统计师赵庆河指出，2018年7月，中国采购经理指数继续位于景气区间。受近期强降雨台风高温频发的影响，加之国际贸易摩擦升温和部分行业进入传统生产淡季等，采购经理指数出现一些波动，但运行基本稳定，我国经济总体继续保持扩张势头。,4267772378978950
中性,【北京三年再退出1000家制造企业，京津冀协同发展步入加速期】北京市副市长张工介绍，截至上半年，北京全市不予办理工商登记业务累计达到1.95万件，累计疏解退出一般性制造企业2200多家，疏解提升市场1090家，物流中心115个。 详情：（21）,4267772357863730
中性,#上证4小时#【错峰限产区域或扩至80城 限产减排钢企绿色发展成首要任务】为攻坚大气污染防治，打赢蓝天保卫战，高排放产业限制区域不再仅仅限于京津冀及周边，长三角一市三省、汾渭平原等区域也将纳入。涉及城市数量将从此前的2+26个，增加至80个。请点击链接：,4267771854971090
中性,【冶炼成本支撑—锌价短多长空】库存方面，受前期锌价暴跌影响，终端需求交投较为良好，LME库存小幅走低库存于25万吨下方，国内社会库存由18年最高30万吨降低逾半至12万吨位置，上期所库存由18年最高15万吨下降至4.81万吨。但是我们的观点是：尽管显性库存走势很明显，但是...,4267771690546260
中性,【央行再添两位副行长 金融委专职副主任人选渐明】财联社7月31日讯，据财新报道，记者从多个渠道确认，国务院近日已下文批复了两位新的央行副行长。通常人民银行领导班子的配置是“一正五副”加上一位纪检组组长和三位行长助理。两位新行长到位之后，央行的领导班子呈现“一正六副”的格局。之所以央行多了一位副行长的职位，财新记者获悉，这是因为其中包括了一位金融委专职副主任人选。,4267771443514290
中性,【A股估值处于“洼地” 白马股将占据市场中心舞台】A股“估值洼地”优势得到市场认可，主力资金也在紧密行动，后续资金也将复制前期主力的投资逻辑；因此，如何把握后市投资机会，最关键在于观察目前市场中各方主力的操作行为模式；近期，随着中报业绩逐步进入披露期，市场各方关注的机构持仓最新动向也浮出水面，投资者可以从中找到答案。,4267769916223950
中性,【中国7月官方制造业PMI录得51.2 创5个月新低】财联社7月31日讯，中国7月份制造业采购经理指数报51.2，预估为51.3，前值 51.5。,4267769723971800
中性,跌跌不休的市场，哪里才是绝对安全区域？(同步自@新浪看点 ),4267769715455310
中性,三伏天的确切含义！股市不能中暑啊[笑cry],4267769329023820
正面,【险资最新持仓露端倪 现身13家公司持股市值均逾千万元】从持股数量来看，截至二季度末，上述13家公司中，承德露露、古越龙山、精达股份、中钢国际、恒力股份和信维通信等6家公司险资持股数量居前，均在1000万股以上。此外，广宇发展、金杯电工、健友股份、钢研高纳、万盛股份、亚翔集成、飞科电器等7家公司二季度险资持股数量也均在70万股以上。,4267768666759440
中性,【#家乡夜市#一虾一味！来一次小龙虾盛宴吧[笑而不语]胖友们，戳图↓】“一虾一味”的小龙虾你吃过吗？不仅口味不同，就连小龙虾的产地也不同。如：①卤虾。用的是湖南常德本地清水湖的虾，咸香麻辣；②蒜茸虾，鲜甜软糯；③麻辣虾尾，焦香味浓...夜宵，走起？吃完这顿再减肥！,4267768662274360
中性,#上证4小时#【国企改革推进进程加速 国资委详解改革工作全景图】7月30日，国务院国资委副主任翁杰明在媒体沟通会上透露了国资委对国企改革下一步工作的安排。他表示，根据国务院国有企业改革领导小组会议的精神，国企改革的核心是改革国有资本授权经营体制；同时，要分层分类推进混改，更多地在与市场紧密联系的央企二三级企业及地方国企展开。请点击链接：,4267768452291430
中性,【7/31#上证盘前#·市场】1.三大股指震荡收跌 基建板块表现活跃；2.领涨龙头陆续停牌 低价股板块集体退潮；3.券商策略周报：震荡整固 目前仍处反弹窗口期；4.IH多合约逆势维持升水；5.风险偏好扰动行情。,4267767387457320
中性,【7/31#上证盘前#·公司】1.国务院常务会议听取长春长生疫苗案件调查进展汇报 要求坚决严查重处并建立保障用药安全长效机制；2.从分仓减持到重组、租壳失败 龙星化工资本运作“局中局”；3.号百控股李安民：为电信事业加些湘味；4.半年业绩“报忧”占比29%部分公司受累债务问题；5.美年健康澄清“四大疑点”。,4267767336877190
中性,【7/31#上证盘前#·宏观】1.国企改革加速 国资委详解改革工作全景图 多家央企经验待推广；2.国资授权监管机制“三级” “二级”；3.国资委印发央企违规经营投资责任追究实施办法；4.供需双向回落 多城土地流拍 业内：市场回归理性信号；5.重罚违规、开放牌照 第三方支付面临大洗牌。,4267767232141070
中性,【新三板企业IPO形势严峻，7月过会率再创新低】截至7月30日，2018年新三板拟IPO企业共有30家企业完成上会，仅有14家企业成功过会，通过率仅有46%。另外，7月单月新三板企业的过会率更是降至16%。详情：（21）¡查看图片,4267764870775940
中性,【外国投资者战略投资A股公司锁定期缩至1年】7月30日，商务部发布关于修改《外国投资者对上市公司战略投资管理办法》的决定的征求意见稿。意见稿对外资投资上市公司股份的 让规定方面有所放松，规定外国投资者通过战略投资方式取得的上市公司A股股份12个月内不得 让，此前为3年内不得 让。,4267764489136730
中性,分散性暴雨袭击西南地区，北方高温范围扩大。（来源：@中央气象台 ）,4267764246417700
中性,【今年69家IPO公司完成上市 募资970.92亿元】上交所7月30日公布的数据显示，今年以来，已经有69家IPO公司完成上市，募资970.92亿元。数据显示，截至7月27日，今年新增69家报会企业，其中上交所29家，深交所中小板15家，创业板25家。数据同时显示，截至7月27日，证监会按周公布首发及发行存托凭证申报企业共308家，其中上交所146家，深交所162家(中小板55家、创业板107家)。,4267764183117280
中性,【预期改善 建材龙头股迎修复行情】近期市场板块之间轮动加快，但建材板块始终保持良好的上涨趋势，昨日板块逆市上涨1.5%，板块内瑞泰科技、华塑控股、凯伦股份等涨停，另外，祁连山、国统股份呢、耀皮玻璃等涨幅也较为显著。分析指出，在现有行业运行格局之下，需求虽然下行，但行业环保严控，供给承压，因此最终产品价格表现出较强韧性，从而反映到企业业绩的较强韧性上。前期板块较低的估值水平实际上是对利空因素的过度反应，短期政策面微调改善市场悲观预期，板块内低估值企业迎来修复行情。,4267763952427640
正面,【大力出奇迹！辅警为保道路畅通  徒手推4吨重货车前行80米[赞]】近日，浙江宁波，晚高峰即将到来，一辆货车抛锚在路口，对通行造成严重影响。@宁波公安 辅警应增杰用尽全身力气将车推至对面不影响通行的地方。辅警称该车4吨多重，“以前当工程兵练过”。@新京报我们视频,4267763839045620
中性,【政策利好+估值修复 轨道交通迎“风口”】以轨道交通为代表的基建类股票近期风光无限，弱势格局下不仅持续受到投资者关注，成为场内资金汇聚的重要方向；同时也是涨停股辈出的“牛股大本营”，仅仅昨日就有晋西车轴、天铁股份、祥和实业等多只标的涨停。中金公司认为，随着国务院52号文靴子落地，“公 铁”政策利好确立，高层提出加快中西部铁路建设；以及国常会提出财政政策更加积极，利好中央财政直接支持铁路建设。看好政策改善背景下轨交板块估值的持续性修复。,4267763809983660
中性,【谨慎情绪回升 反弹尚需资金持续发力】本周一，两市延续上周后期的回调之势，沪指冲高回落，尾盘拉升。深证成指、创业板指的跌幅分别超过1%和2%，板块方面则是跌多涨少。盘面中反映出了因上周回调后谨慎的市场情绪再度回升。分析人士指出，市场风险偏好在稳步回升后再度逆 以及盘面“连阴”背后的一大主因仍是存量资金的谨慎情绪所致。经过此前较长时间回调，虽然市场整体估值已在相对较低区间，不过投资者显然还是有些“畏首畏尾”。,4267763654862370
中性,【基建行情引发基金补仓需求 机构对持续性仍存分歧】受政策边际改善刺激，近几个交易日基建板块表现活跃，一些基金经理也较为看好基建板块的此轮修复行情。不过，对于下半年基建投资增速反弹的幅度，机构之间有所分歧，因此，悲观预期修复之后行情的持续性仍有待观察。,4267763478441860
中性,【前员工指医生冒名顶替执业 美年健康声明后深交所再问询】上周日开始，一篇名为《美年大健康：如果有人死了，你就只能赚一次钱了！》的文章被疯狂 发，影响广泛。7月30日下午，美年健康（002044）火速在其官微做出澄清。7月30日晚间，身陷“抹黑”门的美年健康（002044.SZ）收到了来自深交所的关注函，要求认真自查公司员工的执业资格证照获取及有效状况，是否存在无证上岗、持错证上岗或持过期证照上岗的情形等。,4267763139133780
中性,【A股已有60多家公司被强制退市】财联社7月31日讯，有关数据显示，自2001年水仙电器首开摘牌先例以来，A股仅有近百家公司终止上市，其中因触及相关标准而被强制退市的公司有60多家。（证券日报）,4267761998170070
中性,【中石油预计上半年净利倍增 两桶油盈利或超660亿元】昨日收盘，中国石油发布今年上半年业绩预告，预计公司实现净利润261.74亿元至281.74亿元，同比增长107%到122%。此前，中国石化预计上半年净利润同比增加50%左右，为406.4亿元左右，由此，两桶油上半年合计预计净利润在668.14亿元至688.14亿元。,4267761851584010
中性,【100家公司回购股份逾120亿元 回购规模创新高】回购股份向市场传达出公司股价被低估的信号。多家公司近期密集抛出股份回购计划，其中不乏数十亿元的大额回购。Choice数据显示，截至7月30日，今年以来已有165家公司发布了股份回购计划，回购规模上限达到537亿元。大约100家公司实施了回购，回购资金规模已达124亿元，规模创新高。,4267761728757780
中性,【323家上市公司公布半年报及业绩快报 四指标验中报成色】截至7月30日，A股共有323家上市公司公布半年报及业绩快报，业绩呈现两极分化，大市值公司表现优于小市值公司。中银国际首席策略分析师陈乐天认为，在去杠杆大背景下，财务费用、经营性现金流、持股结构变化、海外业务增速成为市场关注的四大关键指标。统计显示，在已披露半年报的上市公司中，超六成公司财务费用增长。持股方面，作为市场“风向标”的社保基金和北上资金开始加仓。,4267761582158370
中性,#行走长江经济带#【正在直播：一起来看三峡附近的珍稀植物】新华社记者带您走近三峡工程，领略大坝风光，探秘大坝脚下的长江珍稀植物研究所。“植物活化石”在这里如何重生成长？珍稀植物的婴儿期、少年期、成年期分别长啥样？一起来看⬇.,4267761410286140
中性,【拆迁补偿成部分公司增厚业绩利器】拆迁补偿、征收补偿、搬迁补偿等是影响上市公司非经常性损益的重要因素。不少公司因为收到补偿款，今年上半年业绩由亏 盈。有的公司去年同期收到高额补偿款，而今年上半年没有此款项导致业绩下滑。有的公司则因为补偿款不足，需计提固定资产报废减值损失。,4267761301522210
中性,侠哥怎么一跌你就悲观的看法呢？这是熊市生存之道，长期培养的。高大上的说法叫风险意识！在熊市中，盲目乐观失败的概率非常大，做对9次可能赶不上一次做错，所以大盘不好就多往坏处想，管好手，多看少动，才是正道！,4267761180017510
中性,【信用债异常波动发行人忙安抚，“宽信用”未改机构风险判断】7月30日，“15新光02”因交易出现异常波动被临时停牌，停牌前“15新光02”下跌37.5%，报50元。更多的案例正在涌现，7月27日，“16晟晏02”、“16华泰01”等公司债券交易相继出现异常波动临时停牌。（21）,4267759389472020
中性,【国资委：推进央企重组 多渠道降杠杆】国资委30日召开深化供给侧结构性改革推动中央企业高质量发展媒体通气会。会议指出，下一步，将重点围绕国家战略落实，继续做好集团层面重组，扎实深入细致地做好降杠杆减负债各项工作。,4267759304869350
中性,【中证盘前播报】李克强要求严查重处疫苗案；*ST华泽因涉嫌犯罪案被移送公安；美年健康澄清质疑；康泰生物中报披露延期；纳指跌逾1%,4267758075608300
负面,【美科技股经历“至暗”一周，美股牛市到尽头了？】科技股一直是引领本轮美股牛市的重要引擎。但进入二季报集中披露期，多家美股科技巨头深陷泥沼。机构提醒投资者警惕美股科技股泡沫风险，并建议抛售。雅虎前副总裁Adam Taggart甚至将“FAANG”比喻成“煤矿里的金丝雀”，暗示只要“FAANG”的走势开始掉头向下，美股离崩盘也就不远了。,4267757753049610
中性,【国资委下午召集五大央企开会，大咖详解重组、降杠杆下一步怎么干】7月30日，国资委召开深化供给侧结构性改革推动中央企业高质量发展通气会。国资委相关领导以及五位央企大咖详解中央企业重组、降杠杆减负债等举措和下一步工作重点。,4267757627696770
中性,【就不披露年报！还有一个月将被暂停上市，康达尔两大股东恶战仍不熄火】7月29日晚间，*ST康达发布了关于无法在法定期限内披露定期报告的风险提示性公告。中证君了解到，在过去几个月时间里，康达尔第一大股东华超集团和公司管理层，多次与公司第二大股东京基集团“缠斗”，始终未能就聘任合适的年报审计机构达成一致。如今，随着年报披露最后期限的临近，康达尔退市危局仍未现 机。,4267757447408400
中性,【长生第二、三大股东欲卖房还钱，“准第一大股东”松了口气……】ST长生已站在被强制退市的边缘。7月30日，兴业证券在互动平台上回复投资者提问时表示：公司已要求融资人张洺豪、虞臣潘根据业务协议约定提前购回在我司的全部负债。目前两位融资人均已提供了除长生生物外的非证券类资产清单，包括非上市股权投资及房产等可变现资产，并提出了提前还款计划。,4267757174748580
中性,【退市新规剑指“五大安全”认定细则、投保机制待明确】如何详细界定“五大安全领域”的重大违法行为，以及因此而触及的退市下，相关投资者利益如何得到保护，这些都是市场期待得到解答的问题。  全文：（21）,4267756532833860
中性,"自然资源部近日发布《关于健全建设用地“增存挂钩”机制的通知》，明确提出,农用地 用或土地征收经依法批准后,两年内未用地或未实施征地补偿安置方案的,有关批准文件自动失效；同时,对于企业原因造成的闲置土地,要依法依规收缴土地闲置费或收回。",4267755136102390
中性,【证券日报：退市新政下投资者应换个姿势拥抱A股 投资公募基金更适合】财联社7月31日讯，证券日报刊文称，近日，证监会发布了退市新规。退市规则经过此次修订之后，A股市场上市公司触发退市的条件更加全面丰富了。在新的形势下，从规避投资风险、保证投资收益两个角度出发，那些投资知识欠缺、风险意识及承受能力较弱的个人投资者不妨换个姿势拥抱A股。既然退市大门已经敞开，投资者就要对直接投资股票多一分敬畏，那么风险较小、收益又可观的公募基金就是比较理性的选择了。但有一点需要强调，投资公募基金一定要摒弃炒的思维，真的要从价值投资长期投资来选择投资标的。,4267754695538030
中性,【比亚迪“广告门”：李娟编织了一张扑朔迷离的网？】随着关键人物之一陈振宇的露面，以及涉案广告代理公司上海竞智发出的最新声明，比亚迪“广告门”在继续发酵。根据媒体的报道以及竞智反映的情况，当事人李娟所指认的自己幕后的神秘老板“陈振宇”终于在上周露面，陈振宇彻底推翻了李娟的说法。,4267754670535440
中性,#今日头版#站在第二个“金色十年”的历史门槛上——记习近平主席出席金砖国家领导人第十次会晤；国务院印发意见 推进国有资本投资、运营公司改革试点；改革国有资本授权经营体制方案正按程序报批；巫山：让“神女”青春永驻。详见@中国经济网 ：,4267753563644170
中性,#CCTV2回家吃饭#【夏天吃饭没胃口？9道美食，去火气充体力↓↓】夏日炎炎，常常让人胃口差，吃不下东西。9张图片教你做9款美味，即开胃解暑，去火补充体力，又营养好吃！吃货们，速速收藏！,4267753563013870
中性,【令人窒息的操作! 监控拍下老人泳池内排泄 扬长而去引民愤】近日，苏州某游泳馆，一位老人正不紧不慢地游泳，但周围泳客却纷纷避让并离开泳池。随后，工作人员在老人游过的区域竟捞起排泄物，空气中还弥漫着难闻的气味，老大爷未作道歉也未有任何说明就离开了。@看看新闻Knews,4267753521031140
中性,"早间看盘：7月31日，晴天。纳斯达克指数连跌三天，不少知名的科技股接连爆雷大跌，推特，谷歌，奈飞，Facebokk,，亚马逊，英特尔等近期都有不少跌幅，美十大科技股市值周一蒸发827亿美元。科技股估值存在泡沫？历史上，科技网络股经历过多次大跌，如著名的在2000年3月网络科技股泡沫破裂，以技术股为主的NASDAQ（纳斯达克综合指数）攀升到5048，网络经济泡沫达到最高点。1999年至2000早期，利率被美联储提高了6倍，出轨的经济开始失去了速度。网络经济泡沫于3月10日开始破裂！如今的情景与2000年类似，也是美联储多次加息后，纳斯达克指数不断创出历史新高后，因科技股的业绩跟不上，造成股价大跌的。现在还不能确认纳斯达克指数就见顶了，但感觉很像2000年，是不是重演网络科技泡沫，我们拭目以待。美股上市的中概股科技股很多都早于指数出现大跌，这个趋势需要引起投资者关注！美国股市咱是咸吃萝卜淡操心，说说咱自己的股市吧，昨天大盘继续调整，主板回踩2850点，走出4连阴，创业板则出现2%以上的破位中阴线，美国纳斯达克真科技股都快不行了，A股创业板一些伪科技股早就打回原形了，创业板再破1600点向下破位，虽然目前创业板平均市盈率只有40多倍，相比最高峰的140多倍大幅降低，但很多权重股失去了成长性，加之各有各的问题，因此创业板成为拖累A股反弹的祸首。主板这块也好不到哪去，上周借助国七条和资管新规，走出三中阳有点模样的反弹，但很快就昙花一现了，目前看更像回光返照。技术上，主板还算没破位，下方的日线牛熊线（BBI）刚好支撑大盘，2850点是多头死守防线。创业板则破位大跌再次探底去了，次新股指数和中证1000指数也不乐观，昨天又出现近30家跌停板，各种各样的雷股不断引爆，稍有利空立马跌停，就是现在最大的风险所在，退市制度新规将给大量问题股引向不归路！投资者需要高度重视和审视手中持股，有问题的，业绩不佳的，被立案调查的，立马清仓不计成本！免得陪葬。操作上，目前市场操作难度极大，管涨不管跌的监管制度，致使连投机操作都变得困难，一些蓝筹股，50股看似估值很低，但买进这类股对于做短线的来说还不如不买，节奏肯定不对。仅有的热点集中在央国企改革股，但这类股票市场炒作多少年多少遍了，连点新意都没有，估计也是昙花一现，难以持续！7月最后收官日了，月线看大体收星了，是早晨之星还是下跌中继，还需要看8月和国内外政策和走势而定。总之目前还不是加仓猛干的时候，继续保持谨慎不会出大毛病。以上观点，个人日志，仅供交流，据此操作，后果自负！",4267753496104610
中性,【早新闻】商务部拟放松外资战投持股年限， 让时限由三年缩短为一年；明天起，这些新规将影响你的生活 >>>详情,4267750518138810
中性,发表了博文《美国科技网络股狂热是否会退潮？》美国科技网络股狂热是否会退潮？易宪容近年来，投资者对美国科技网络股的疯狂与追捧已经有一段时间了，这也是美国股市指数特别是纳斯达克指数一直创新高的重要原因。几,4267749422791270
中性,【[话筒]全国首次专业学位水平评估结果全名单！ 给考研党！】教育部学位与研究生教育发展中心近日公布全国首次专业学位水平评估结果，涉及法律、教育、临床医学（不含中医）、口腔医学、工商管理、公共管理、会计、艺术8个专业学位类别。你心仪的专业有哪些学校表现突出？戳↓ 给备考的TA！（来源：@央视新闻 ）,4267749033697650
中性,【财经早餐：经济大事抢先看】①李克强听取长生公司疫苗案调查进展 要求坚决严查重处；②十三部门联手整治骚扰电话；③两家支付公司违规被央行处罚超3000万元；④马航370客机调查报告公布：失事原因仍无法查明。更多>>,4267748206680240
中性,#财经头条##原创首发##话题词#发布了头条文章：《退市新规让重大违法公司无处遁形》,4267746801296610
中性,【正本清源！国资委发文加强国有资产监管，明确11个方面72种责任追究情形，强调依法依规开展商品期货、期权等衍生品业务】,4267746642208310
中性,发表了博文《退市新规让重大违法公司无处遁形》上市公司退市制度改革又向前迈出了坚实的一步。日前，中国证监会发布《关于修改<关于改革完善并严格实施上市公司退市制度的若干意见>的决定》（下称“退市新规”），¡查看图片,4267746578930590
中性,这货要玩完？连跌三天了，A股可以说是受它影响了[允悲],4267743693980670
中性,虽然A股市场的估值优势已得到逐渐体现，但股票市场仍然存在着局部性的投资风险。例如，以整个金融市场环境为例，目前国内金融市场仍处于轰轰烈烈的去杠杆化过程，而之前还从资金端去杠杆逐渐扩展至资产端去杠杆。再者，近年来A股市场黑天鹅事件不断，且黑天鹅风波的冲击影响，不仅仅影响到某一上市公司，而且还会牵涉到整个市场板块，从而引发局部性恐慌杀跌效应。此外，则是市场不定期上演局部流动性危机、上市公司现金流危机、政策舆论风波等，而这系列情况的发生，实际上也会给市场构成不少的心理包袱，同时也恰恰体现出当下市场“放大利空，缩小利好”的真实写照。2800点附近的A股市场，可以称得上相对安全的投资区域，但仍然不能够称为绝对安全区域，终究市场不确定因素、局部性风险仍然存在，而这系列因素同样给低估值的市场环境带来不少的冲击。与此同时，需要注意的是，在汇率波动、贸易摩擦背景下，实际上仍需要警惕对上市公司的盈利能力构成冲击影响，部分上市公司难免会存在价值重估的风险，由此影响到整体市场的估值体系。,4267742485606620
中性,【财联社7月31日早报（周二）】欧美股市全线收跌科技股重挫，美油涨逾2%收复70美元关口；中石油单季净利创三年新高，油价上涨带来预增潮；国资委：混改下一步将更多...,4267741629801510
中性,大家早[作揖]7月最后一个交易日了，点名，刷脸，点赞的大赚,4267741176694630
中性,九张动图告诉你：小心身边“吃人的电梯”...（来源：@交通安全蜀黍 ）,4267740518419830
中性,【8月新规  发周知！[话筒]】①微信信用卡还款8月1日起收0.1%手续费；②不明扣费？每月短信告诉你话费账单！③部分退役军人补助标准提高；④海关进出货物“一张表”申报；⑤卖农药需持证经营……明天起，这些新规将影响你我生活！,4267738681427580
中性,【2020年乡村旅游总收入达2200亿，广东发展全域旅游撬动“乡村振兴”】广东强调要“以乡村旅游为重点发展全域旅游”，并将把“粤美乡村”作为该省六大全域旅游品牌之一重点打造，目标是到2020年乡村旅游总收入要达2200亿元。  详情：,4267737431874090
中性,中国金融风险与稳定报告2018,4267732851992350
中性,【31省市区最新经济排行榜：广东总量第一，贵州增速再夺冠】截至目前，各地上半年经济成绩单基本已出炉。以GDP总量来看，广东、江苏、山东、浙江、河南分列前五，TOP5排名甚至已连续35个季度未变。17省市区实际增速不低于全国6.8%的增速。各地经济现状如何？三张图告诉你：,4267642330132780
中性,【今年69家IPO公司完成上市 募资970.92亿元】财联社7月31日讯，上交所7月30日公布的数据显示，今年以来，已经有69家IPO公司完成上市，募资970.92亿元。数据显示，截至7月27日，今年新增69家报会企业，其中上交所29家，深交所中小板15家，创业板25家。数据同时显示，截至7月27日，证监会按周公布首发及发行存托凭证申报企业共308家，其中上交所146家，深交所162家（中小板55家、创业板107家）。2018年终止审查企业167家，其中上交所64家，深交所103家（中小板28家、创业板75家）。（证券日报）,4267640337799140
中性,【 存！烫伤后的应急处理 你应知道这些！】热水、热汤、开了很久的电器和灯泡等，都有可能引起烫伤。烫伤之后不要慌张，在第一时间做到这些↓↓↓可有效缓解疼痛，降低创伤程度。希望你用不到，但你一定要知道！ ！,4267632515430140
中性,【坐飞机能买“占座票”了！刚需还是炫富？网友炸锅了！】坐飞机时，如果你不希望旁边有人打扰，那么可以买“占座票”了。近日，成都日报报道，祥鹏航空宣布推出“一人多座”产品，即在一人一座位的情况下，旅客可购买多个额外座位，享受更加宽敞、更加私密的空间。,4267627645916040
中性,【罕见！南京银行140亿元定增上会意外遭否，我们也是一头雾水】农业银行千亿定增、张家港行可 债、贵阳银行及宁波银行优先股等银行再融资陆续过会之后，南京银行140亿元定增意外被证监会否决。,4267623850086560
中性,【田朴珺：爱情是买不来的 我找王石最看重的是颜值】7月29日，钛媒体2018科技生活节上，田朴珺表示，之所以和王石谈恋爱，是因为那是钱买不了的。她说：“颜值是我看重的第一要素。”,4267620952224110
中性,发表了博文《 载：但斌：股票注册制到来的那天，就是大牛市开始的那一天》但斌：股票注册制到来的那天，就是大牛市开始的那一天原创：但斌中欧商业评论今天编者按“我一直认为，注册制到来那天，就是大牛市开始的那,4267620741512440
中性,财联社7月30日讯，海航集团称截至6月30日累计出售资产约600亿元人民币，出售资产超过集团上半年未合并报表净资产的10%。,4267620649598720
中性,【汇源果汁115亿债务压顶！国民饮料品牌面临退市危机】2011年起，汇源果汁连续6年扣非净利润均为亏损，公司负债也在不断增加，截至去年6月底已达115.18亿。而10年之前，可口可乐曾以近180亿港元对汇源果汁发起收购；如今，汇源果汁最新市值仅53.97亿港元。,4267618808857580
中性,任何一颗成熟的心，都要经历孤独和寂寞的洗礼。晚安~,4267617667277530
中性,【美国科技股泡沫破灭？美国科技股早盘再遭猛烈抛售，FAANG全线下挫】继上周美股科技股的二季度财报数据出来之后，股价走势分化明显后，7月30日美股早盘开盘后，科技股再遭猛烈抛售。所谓“FAANG”五大科技巨头全线下挫， 奈飞跌逾5%， Facebook跌逾3%， 亚马逊跌1.5%，谷歌跌2%，苹果跌0.5%。美银策略师表示， Facebook 股票遭遇重挫是市场即将见顶的信号，投资者应当考虑做空这些明星科技股，有迹象显示资金流入规模已达到泡沫水准。,4267617428009170
中性,今天有两件事应该是触动人心的，第一是马航宣布调查结论说200多人依然毫无消息；第二是华彬天星通航直升机坠毁但机上几个人只受了点伤。马航机毁人亡的事儿说明，人都是瞎活着，没准哪天就可能人间蒸发，所以活着的时候要珍惜每一天；而通航直升机机毁人活的事儿说明，我们可能随时会与死神擦肩而过，能活着便是一种幸运，所以更应该珍惜。,4267616635310690
中性,国资委副主任翁杰明表示，下一步混合所有制改革将更多地在与市场联系紧密的央企二三级子企业以及地方国有企业间展开。而日前举行的“中央企业、地方国资委负责人视频会议”透露的信息显示，增加国有资本投资运营公司、部分重要领域混合所有制改革、混合所有制企业员工持股等试点数量、拓展试点内容，赋予试点企业更多自主权等一系列新的改革举措也正在酝酿中。,4267616057344960
中性,搜狐财报不佳，市值不足10亿美元了，是不是该考虑私有化回归A股了[喵喵],4267615377636670
中性,截至7月30日，今年两市合计约150家公司签署了股权 让协议。国资成为今年股权 让的受让方最重要的主力之一。财大气粗的国资势力接盘上市公司股权，不少都是直指控股权，包括当代东方、新筑股份、联建光电、盛运环保等公司都是拟向国资公司进行控股权 让。,4267615230428090
中性,【要么剃光头要么染黑发，老人补办身份证遇尴尬】27日，江苏南通如皋贾先生带89岁外公去派出所补办身份证。因老人满头白发，派出所工作人员说，这样拍照无法审核通过，只有两种办法解决：1、剃光头；2、把头发染黑。由于老人急需补办身份证，只好将头发染黑。,4267614144233290
中性,【田朴珺：爱情是买不来的 我找王石最看重的是颜值】7月29日，钛媒体2018科技生活节上，田朴珺表示，之所以和王石谈恋爱，是因为那是钱买不了的。她说：“什么事情是解决不了的，我觉得最重要的是爱情，如果只是靠金钱来衡量的物物交换的话，那就不是爱情，所以我觉得之所以找他（王石）。”（来源：@老板联播 ）,4267613725034940
中性,【还在熬通宵？小心眼变瞎】长期熬夜、抽烟、喝酒等不良习惯的人群；工作压力大、强度高，身体极度疲惫者；长时间上网、刷手机、玩iPad的“屏幕控”容易出现视网膜静脉阻塞，该病可引起黄斑水肿，继发新生血管性青光眼，导致患者视力下降，甚至造成永久的视力损害。@科普中国,4267612844137220
中性,了解一下↓↓↓炒股的利润[允悲]（贾大户）,4267612697665130
中性,农业银行千亿定增、张家港行可 债、贵阳银行及宁波银行优先股等银行再融资陆续过会之后，南京银行140亿元定增意外被证监会否决。南京银行今晚公告称，该行非公开发行股票申请未获核准通过。“我们也是一头雾水的。”该行内部人士对券商中国记者表示。,4267612281987380
中性,【厉害了！一天吸引243家机构，QFII、知名私募都在调研这家公司】众多QFII、知名百亿私募都在调研这家公司，还有预增19倍的公司，最新机构调研名单：,4267611078713700
中性,【国资委：混改下一步将更多地在央企二三级子企业以及地方国有企业间展开】央企6月份单月利润突破了2000亿元大关。如何进一步巩固央企稳中有进、稳中向好的经营态势？下半年相关改革如何布局？国资委这场媒体通气会释放了不少新信号：,4267609912431580
中性,【童话大王举报拼多多，3.4亿用户的平台真的是“假货天地”？】日前，成立不到3年的拼多多带着“拥有3亿活跃用户”光环敲响了纳斯达克的开市钟，其80后创始人黄峥一时风光无二。但对拼多多的质疑也接踵而至。最近，“童话大王”郑渊洁举报拼多多销售盗版图书，让更多人开始关注起了拼多多上假冒商品的问题。,4267608313768160
中性,【 存！11分钟瘦腰练习】最容易堆积脂肪的腹部，需要这5个动作帮你“减腹”，每个动作2-3组，强化核心集群，甩掉小肚腩！@人人视频,4267607811254360
