uuid,content,is_illegal,illegal_type,illegal_type_dict
169041,#黄金外汇#FXBTG大旗金融万人投资亏损骗局曝光！入局竟无一人获利！市场黑平台众多，平台运营情况也是瞬息万变，也许在你犹豫纠结之时，平台正在谋划跑路。因此维权不仅是在与黑平台斗争，同时维权也是在与时间赛跑。投资本是一场自我的修行，只有起点，没有终点，切洋葱的时候你总是闭着眼睛，以为这样就不会流眼泪了，但当切到手的那一瞬还是哭了，投资何偿不是如此，一直扛着单以为熬过今天就会好了，可明天的风雨却照样刮走你一切的奢望！希望看到此文的朋友们能够转发给身边的朋友，避免更多人上当，也让更多深处深渊的朋友从梦中醒来。律令追损揭秘时刻！投资者自诉被骗经过！--平台：FXBTG大旗金融带单老师：金缠老师、青锋老师、晴天老师、飞扬老师产品：伦敦金、伦敦银在2019年6月陈先生在网上看见炒股能赚些钱后就想着进股市平常赚些小钱零花，但由于是个新人，并不能很好的分析涨跌趋势，导致投进去的钱大多都是亏损，赚的比较少。后面就自己在网上搜股票群，进去看些专业人士分析，后来跟着操作也赚了不少，所以对群里的老师还是比较信任的。后面群里有个股友就加他好友说拉我进另外个群，相信大家也能猜到就是FXBTG的骗子群，说能带他赚大钱。当时群里有百来号人，有金缠老师、青锋老师、晴天老师、飞扬老师。他们平常会在群里发些股票分析，陈先生跟着做也小赚了一些，就这样获取了陈先生的信任。后来过了几天群里的助理说股票现在行情不好，推荐大家跟着老师去做贵金属能大赚一笔，愿意做的就去和他报名。陈先生当时是比较信任他们的，以及觉得确实能赚钱，也就报了名跟着做。助理这时就推给陈先生FXBTG平台的交易软件下载地址并把他拉到直播间，直播间里有上面提到的几位老师在讲课，后面陈先生在助理的帮助下搞好了一切正式开始了做贵金属，前期投入了5万美金，期待着能赚到10万美金。接下的时间里老师在直播间里带着大家反复做单，但是盈少亏多。有天老师带着大家做的空单，指数有些反弹，助理说这是小幅度指数拉升，下跌的大趋势不变，让大家坚定拿住手上的空单，具体操作听从他的指令。后来指数继续拉升，老师也还是让大家继续持有手上的单子，接下来短短几分钟指数狂升，很多人都爆仓了，我持有的仓也爆了，余额显示只有3万多美金，当时直播间里大家都在质问，助理安慰大家说行情反转，有盈有亏，要相信他，以后会带着大家把损失的钱赚回来。后来我跟着老师做一些单，还是亏损，最后账户上只剩1万多美金。这时陈先生就逐渐起了疑心并且在群里质疑老师，但群里给出的回应却只是盈亏是很正常的事，只是行情不好。陈先生没办法就开始在网上搜索这个FXBTG平台，翻着翻着发现了我们律令追损维权唯一维信LLzs985曝光的帖子，反应过来自己像是被骗了。于是开始和我们联系，当陈先生知道了黑平台的事实后懊悔不已，我们团队明确告知他被骗的钱通过维权可以进行追回，并且不追回不收取任何费用时，我们取得了他的信任。陈先生在我们的指导下进行正据收集，在经过一个星期左右的时间，我们成功帮陈先生追回了被骗的5万美金！！！律令追损温馨提示！--我们维权团队实力雄厚，现已处理上千笔亏损客户案件，成功追回率高达81%，全款追回率高达68%，八层款项追回率93%。签订合同与保密协议，保正客户个人隐私！不做虚假宣传，只用实力说话！不成功不收取任何费用，全程免费指导，欢迎私聊咨询。那如果因为一时鬼迷心窍被骗了，维权团队顾问在此明确的告诉大家资金是完全可以挽回的，只需要部分以下正据：1、亏损额度超过5万人民币的2、交易记录在一年以内的3、有网银入金记录的4、平台没有跑路还再运作的5、有保留业务员喊单师相关聊 天 记录律令追损承诺所有维权方式都是正规合法的，一般来说两周左右款项可以追回到账！不成功不收取任何费用，过程公开透明！文/律令追损编辑/LLzs985,1,5,负面言论风险言论
169927,发布了头条文章：《天下没有免费的午餐！荐股群里炒期货亏损了怎么办？能追回吗？》 近年来以模拟期货交易平台，诱骗被害人注入资金，通过幕后操作将被害人的资金转入其控制的银行账户，以达到非法侵占目的期货骗局已经被大众所熟知。在展开今日份的曝光之前，律令证法想问问大家，你会分辨什么是正规期货公司吗？你的投资是否正规？ &#xb0;天下没有免费的午餐！荐股群里炒期货亏损了怎…,1,5,负面言论风险言论
167868,股指期货透露的另类玄机 中证500还能走多远？O股指期货透露的另类玄机 中证500还能走多远？ ??,1,5,负面言论风险言论
168285,【上交所启用605相关代码段 用于主板A股】上交所公告，为满足市场发展需要，上交所启用605相关代码段（605000-605999），用于主板A股。A股虽然长高不行，但长胖舍我其谁，这些年猛发IPO，两市股票高达3952家，代码都不够用了；所以上交所启用605相关的，接下来又可以扩容，韭菜们坐稳了。简单梳理下，600开头股票是上证，00开头的是深证，300开头是创业板，688开头是科创板，还有400开头的新三板，现在又来个605，脑袋都大了。建议以后开户炒股的，要背诵A股的个股和代码，这样才算合格的韭菜！博主刚炒股时，两市股票差不多1000家，那会代码基本上能背出来；现在很多都觉得“陌生”，还有像双飞无油这种，真成“笑话”了！大家都说A股缺钱，但市场不是资金不够，是上市公司永远不够。这么多年，A股最大的矛盾是股民希望往高了涨，管理层却希望先长胖，太难平衡了。 收起全文d,1,5,负面言论风险言论
167832,做空创业板股指期货的人真该下地狱，大过年的就不能做多一下，让小散也赚点过年钱 ??,1,5,负面言论风险言论
168201,中国股市恐怕能吹的就是上市了多公司，融了多资。股指就别提了，十年停滞不前，现在股指还不如十年前高，难道上市了那么多股票都跟股指负相关？看看听听庆祝建国七十周年，怎么来评说中国股市。 ????????,1,5,负面言论风险言论
168216,我们可以观察到，目前空头还是非常猖獗的，每涨一个点，空头就会出来打压一下，毕竟，他们控盘了股指期货。疯狂砸盘赚股指点数是他们获利的不二选择。,1,5,负面言论风险言论
1616,金牛平台关闭了，大家一起到路易泽qq维权群(897459353)商议维权之事，争取早日拿回属于自己的血汗钱。注：路易泽平台10月21日跑路，金牛平台11月月18日跑路(原路易泽诈骗集团的第三家跑路平台，第一家在2018年跑路，第二家路易泽)。大家抓紧时间到公安部门报案，证据都在配资指数平台上(路易泽)。,1,6,煽动维权诈骗
819,大家一起来把这个骗子绳之于法，不管金额，不管时间，只要你被骗了就一定要拿起法律的武器保护自己的利益，一来保护自己的钱财，二来让这群骗子得到应有惩罚，三来，让更多的配资用户不再上当，加我微信，381896387，拉你们进维权立案群,1,6,煽动维权诈骗
1233,瑞银网，鑫配网有被骗维权的，5人左右组团去当地报案，引起当地公安机关重视，钱就能追回来了，我被骗了3万多，还有谁的？？？,1,6,煽动维权诈骗
1284,完全的诈骗平台。大家都不要去。一个虚拟盘还说我们非法操作，不给提现。一直说等券商审核拖住我们。被骗的一起加群报警维权,1,6,煽动维权诈骗
1012,想报警的一起，我这平台亏了3万多，信息截图不完整，金额也不尴不尬，想找同样情况的一起报警，更能引起重视。QQ240645772,1,6,煽动维权诈骗
2136,大家一起去举报，富成的母公司(路易泽诈骗平台)诈骗套路(模式），马上就要曝光(被坑人和准备配资的人，可以对照路易泽配资诈骗套路，去决定报案，还是停止配资炒股)，感谢配资指数为受害者提供维权服务和看清诈骗平台，以及为被坑者提供和建立路易泽维权群(人数已达50多)，希望配资指数平台能联系好媒体报道，不再让人受骗，彻底关闭场外配资诈骗平台并查处违法犯罪分子。再一次感谢配资指数平台！,1,6,煽动维权诈骗
2126,"凡在路易泽被骗的，请大家到路易泽qq维权群（897459353）报到(已立案的)，商议各地公安机关查处情况(本人已掌握了大量证据)，以便快速协助公安早日破案，拿回属于自己的血汗钱。

http:peizizhishu.complateform_detail63.html",1,6,煽动维权诈骗
166119,"#黄金原油外汇走势#律令追损：国尚策略是正规平台？投资到最后亏损竟是安排好的！　　前言：所谓的一些环球、集团、金业，国际等外汇平台,只是租用国外的服务器和牌照，这些租用的只在他们那里才合法，在国内都是不正规的，现在国内还没有外汇监管机构，这些平台在中国市场尚处一个灰色地带，徘徊于监管与不监管之间。在利益和诱惑的驱使下，一部分人编织起了财富增值的黄粱美梦，最终坑害了无数投资者。骗子们的说法也是不断更新，唯独其不变的核心永远都是用各种诱惑手段图谋投资者的资金！那么如何判断您投资的平台是否是正规的呢？下面律令追损来告诉大家。2019ac280764406bb638379dd1b1376e.jpg　　不合规平台怎么判断：　　1、现货：国家政府在2017年已经全面禁止现货交易，当前如果有人推荐你做现货，不用多想你直接就可以报警了。　　2、期货：在国内只有四大期货交易所，这是国家批准正规的期货交易所：A、大商所（大连商品交易所）B、郑商所（郑州商品交易所）C、上交所（上海期货交易所）D、中金所（中国金融期货交易所）　　3、原油：最近时间原油期货较为火热，但有一点，国内只有上海能源期货交易中心才可进行原油交易，是具有实物交割的。　　4、黄-金铂金白银贵金属：在中国大陆只有一家最正规唯一可以做交易的只有上金所（上海黄金交易所），其余除港澳台之外国内所有的黄金交易所都是不合规的。　　5、外汇：目前全球主要大的外汇交易商受四大监管机构监管：1.英国金融服务监管局（FCA），2.美国商品期货交易委员会（CFTC），3.美国全国期货协会（NFA），4.澳大利亚证券和投资委员会（ASIC）。 　　律令追损维权揭秘时刻！受害者亲诉！--摄图网_401413217_副本.jpg　　赵先生就是在国尚策略投资的一名受害者，他因为做生意赚不到钱，于是开始寻找另外的生财之道。近期赵先生在网上炒股时机缘巧合收到了国尚策略业务员给他介绍平台的资料，宣传高收益零风险，是发家致富的好路子，赵先生虽然怀疑但是架不住对方发给他的一些盈利诱惑，鬼迷心窍地入金5万美金跟着所谓的分析师做单，但是后来几天完全不是那么一回事，盈利的单子很少而且赚的少，而亏损却是大金额，根本不像业务员承诺的那么美好。　　赵先生感觉到了不对劲但是潜意识里不愿意相信，而且每次亏损后，国尚策略业务员和平台分析师都会给她画饼，讲一大堆专业术语，诱导催促她加金，说是加大资金量，加重仓位，获取更大收益，一把赚回之前的损失而且还有多的。就这样，赵先生从入金到加金，一共投有18万多美金，家里的积蓄几乎都快用光了，亏损了9万多美金，还有8万多美金的单子一直是处于锁仓状态，赵先生已经意识到自己被pian了，想要出金，而国尚策略分析师的意思，却是让他再加金10万美金，才有办法出金，同样的话这都说了好几遍了，赵先生既愤怒又憋屈却又束手无策，于是他在网上开始搜索相关新闻，看到了律令追损团队V:LLzs985的文章，就赶紧联系过来咨询，我们了解到赵先生的情况后对于追回资金的把握很大，并进行了紧急处理，半个月的时间平台就给了回复并补偿赵先生大部分亏损资金！　　律令追损团队温馨提示！--摄图网_401312299_副本.jpg　　我亦深知，你总是在慌乱中翻开网络的海洋，寻早人生中的导师，寻找投资中的救命稻草，可无奈市场繁杂，人心叵测，网络上所谓的分析师只不过是披着羊皮的狼，本以为抱住了参天一棵大树，后来却发现只是步步为营的谝局，辛辛苦苦的血汗钱付之东流，不敢跟家人说，所有的委屈只能自己往肚子里咽，而此时此刻，我所能做的就是尽全力，尽我所能的去帮助你们挽回资金，同时，我也希望作为受害者的你能够勇敢的拿起武.器维护自身的权益，也请你务必相信正义可能会晚到,但永远不会缺席！　　对于已经深受其害而心急如焚的你不妨收集好你手中被骗的证据，找到律令追损，我虽不能保证帮你百分百追回你的资金，但只要你的证据充分，我们定会竭尽全力以最短的时间帮你追回你的损失，我们在此承诺，不追回你的资金决不会收取任何费用。　　文/律令追损/LLzs985 收起全文d",1,6,煽动维权诈骗
165975,&#xe627;期货 为了净化金融投资市场，同时让大家更好能准确辨别真伪，减少受害者被恶意带单等造成严重亏损的事情蔓延。　　　　现极力外加推广我们签约的律师事务所为大家提供最大力度的维护自身权益的机会，维权范畴：金融投资类（外汇、期货、现货、场外个股期权、恒指等）网赌类（彩票三方支付）P2P（平台在不能出金）虚拟货币。目前国内正规的大型交易所　　　　1深圳证券交易所　　　　2上海证券交易所　　　　3全国中小企业股份转让系统　　　　4上海黄金交易所5郑州商品交易所　　　　5大连商品交易所　　　　6上海期货交易所　　　　7中国金融期货交易所，　　　　除以上交易所，都符合我们律师业务范畴的网络金融投资被骗亏损皆可维权追回！司法厅可查律所相关信息。　　　　服务力度：资金没追回，不收取任何费用，过程全部公开透明！咨询加V：lvgu008 收起全文d,1,6,煽动维权诈骗
138988,"金银海贵金属被骗亏损维权免费咨询QQ、威信：562071109，不追回不收费最近有投资者向我咨询该平台有监管吗,在该平台亏钱了还能挽回损失吗？通过其提供的平tai台名称，我们查询的平taizheng据。该平台宣称受中国zheng监会监管，经查询，在中国zheng监会的相关公司名录中没有查找到该平台，显然该平台为虚假宣称。是个无监管的黑平台，目前依然在市场行骗中，希望有看到的投资者能够提高警惕，有正在了解或正在此平台做单的投资者朋友，希望能够及时悬崖勒马，不要让自己出现更大的亏损近期也有许多亏损的朋友加到我，想寻求正义维权团队的帮助。如果你的情况跟上述情况类似，接下来你就不要再去操作了你该想想自己是否可能被骗了提醒大家，对于投资者而言，切勿轻信高回报与所谓的专家策略，夯实自身交易技术，提高鉴别黑平台、诈骗公司的能力，才是保护自身财产安全最直接有效的方法当然已经投入大笔资金被骗的朋友，不要慌张，可以考虑找到维权团队寻求专业的维权帮助正义团队可以承诺维权不成功不收取一丝一毫专注外汇黄金维权，只要你zheng据齐全，我们有能力也有信心帮你拿回你的资金不论你是在现货、大宗商品、外汇等哪里亏损都可以来找我。朋友们注意了亏损被骗达到以下要求的我们可以接案。1 亏损额度超过2万人民币的；2 交易记录在一年以内的；3 有网银入金记录的；4 平台没有跑路还再运作的；满足以上条件我们有把握追回、时间5-30工作日。合作之前会签署明确的协议书，前期分文不收，已帮众多受害者挽回损失",1,6,煽动维权诈骗
137426,#股指期货# #原油、白银、黄金、个股探讨交流# #外汇亏损# #外汇原油# #股指期货# 维权咨询VX：18620791377     QQ：415451204外汇亏损的资金我帮你要回来！！！！ 国家明文规定外汇平台不受法律保护、不管你是什么平台、交易记录一年内1 亏损额度超过2万人民币的2 交易记录在一年以内的3 有网银入金记录的4 平台没有跑路还再运作的满足以上四个条件我们有百分百把握、时间大概在半个月左右出结果。与著名律师事务所签订协议。不要懒惰、已为上百人追回损失在前期是没有任何费油的，追回在给佣金 收起全文d,1,6,煽动维权诈骗
133579,#原油、白银、黄金、个股探讨交流# #股指期货# #黄金外汇维权# 维权咨询VX：18620791377     QQ：415451204外汇亏损的资金我帮你要回来！！！！ 国家明文规定外汇平台不受法律保护、不管你是什么平台、交易记录一年内1 亏损额度超过2万人民币的2 交易记录在一年以内的3 有网银入金记录的4 平台没有跑路还再运作的满足以上四个条件我们有百分百把握、时间大概在半个月左右出结果。与著名律师事务所签订协议。不要懒惰、已为上百人追回损失在前期是没有任何费油的，追回在给佣金 (有想做代维的也可以跟我联系)(有成功介绍难友的给一定的报酬) 收起全文d,1,6,煽动维权诈骗
140919,#超话社区#维权咨询VX：18620791377QQ：415451204外汇亏损的资金我帮你要回来！！！！ 国家明文规定外汇平台不受法律保护、不管你是什么平台、交易记录一年内1 亏损额度超过2万人民币的2 交易记录在一年以内的3 有网银入金记录的4 平台没有跑路还再运作的满足以上四个条件我们有百分百把握、时间大概在半个月左右出结果。与著名律师事务所签订协议。不要懒惰、已为上百人追回损失在前期是没有任何费油的，追回在给佣金 (有想做代维的也可以跟我联系)(有成功介绍难友的给一定的报酬) O怎么搭建原油期货的交易系统？,1,6,煽动维权诈骗
136019,凡是投资黄金外汇股指期货被骗亏损。达到以下要求的我们可以维权追回。　　1：亏损额度超过1万元人民币以上的。　　2：交易记录在半年以内的。　　3：有网银记录、交易流水的。　　4：没有跑路还在运作的，正常出入金的。　　5：有跟业务员和喊单老师聊天记录的　　满足以上5个条件我们有把握追回、时间3-15工作日，个别需要30工作日以上。合作之前会签署明确的协议书，我们承诺客户，不成功不收取任何费用。维权就找小唐维权团队，免费咨询Q：415451204/VX：18620791377 O股指期货交割日是几号？ 收起全文d,1,6,煽动维权诈骗
80125,"前言：      Xlength平台你不知道的那些事？炒沪深300指数有惊人猫腻？为什么在股票交流群身经百战的带单老师一做指数就留出马脚？股票配资平台有资质带着客户炒指数吗？老师带单可追回吗？汇流维权hlwq30为你揭露非法新型骗局的层层面纱！      根据我国法律法规，在不合规不合法平台操作亏损的资金，都是可通过法律追回资金的。详情请咨询汇流维权hlwq30（正规法务处前期分文不取）为投资者保驾护航。 曝光平台：Xlength平台投资产品：股票带单方式：一对一带单，群带Xlength平台难友自述受骗经历：      9月份的时候，我接到一个电话，说有牛股布局。说可以加我好友发给我关注一下。所以我就同意了。后来被这个人拉进了一个股票交流群里，群里面有很多人谈论，说带单老师很厉害带着他赚了不少钱，还有不少人晒出了自己的盈利截图，接着群里一个管理员找到我询问了我投资情况，然后给我介绍Xlength平台。交一笔服务费后，就会安排专业的老师给我带单，后来还给了我一个直播间网址，在老师直播期间我进去看了看，感觉老师确实讲得好,而且看群里很多人好像都赚了钱，我就联系了Xlength平台的客服，交了一笔服务费。后面有个老师每天给我发操作指令，但是我跟着他操作之后并没有预期的那样赚钱，群里面的也在议论说老师实力不行，Xlength平台的助理也联系我让我交更多的服务费，会让经验更丰富的老师带我操作，正常很快就能把之前的亏损和这些服务费都赚回来，我又一次信了他，交了更多的服务费后。然后还是亏损。      于是我在网上查询关于Xlength平台的信息，看到汇流维权hlwq30曝光投顾非法收取会员费的文章，案例和自己的经历几乎一模一样，就联系到他们。了解我的基本情况后，他们对追回我被谝会员费的把握很大，双方签订授权委托合同后，就开始了维权工作，不到两周的时间，Xlength平台返还了我的会员费。投资者想要赚钱的心情我们也可以理解，但不能盲目的听信他人，最后选择不正规的交易平台落得个人财两空的结局！1：选择平台时了解是否取得监管资质，是否是虚构具备背景。2：切勿轻信一些投资专家、大V操盘，号称由专业技术人员打理，及时止损，“躺着也能赚钱”的鬼话，他们最终吃掉你的本金，还会一步步诱导你投入大量资金。3：很多黑平台还会通过人拉人发展下线，利用亲友、熟人等关系介绍他人，从中抽佣。与朋友投资时一定要多留个心眼，因为他们也有一定的可能被洗脑。4：了解投资的平台是否具备工商营业执照，是否有经营业务的资质。5：了解投资平台资金是否安全，存取便捷，汇款时确认资金是流向个人账户还是皮包公司6：使用正规交易软件，其实就是以噱头的虚盘交易，人为制定对du交易规则，“爆仓”、“卷款跑路”事件时有发生，投资者血本无归。7：门槛低、收益高，宣称按杠杆倍数将本金金额放大进行投资，回报丰厚。骗局解密：1、陌生人通过电话或者聊天软件联系你，取得信任后会拉你进群推荐股票，加深信任2、内部人员引起群里气氛，群里晒盈利截图和聊天话题，内部人员伪装客户，制造盈利假象3、推荐客服，在黑平台开通账户，催你入金4、老师带你赚钱，把握住受害人心理，如大行情，内幕消息，加大资金；5、最终收网，平台后台暗箱操作，使受害者亏损殆尽。前面小盈利后面随之而来的就是大亏损汇流维权hlwq30团队提示您：我司处理过期货、外汇、配资、黄金等各类途径案件，只需你满足以下要求,我有很大把握帮您追回：1：亏损额度超过3万元人民币及其以上；2：一年以内的交易记录；3：网银交易记录、平台流水记录；4：黑平台尚在运作，可以正常出、入金；5：与平台业务员或喊单老师有聊天记录；以上5个条件满足其中三个的就有把握追回，时间3-15工作日，个别平台需要30工作日以上。合作之前会签署明确的协议书。【合作之前，资金被追回前不收取任何费用】根据我国法律法规的有关规定，在不合法不合规的平台操作亏损的资金都是可以通过法律追回的。如果你也有类似的情况，不要慌，第一时间是保留好证据，找到专业的团队。因为拖得时间越长，成功的难度越大。联系方式【vx--hlwq30 qq--1431136144】 收起全文d",1,6,煽动维权诈骗
80738,前言：香港CBS财富平台是正规平台吗？在香港CBS财富平台操作德指、指数、股指被骗数十万已追回！香港CBS财富老师林森望、朱俊闵带单令我血本无归！幸好维权追回了损失！近期有许多操作个股期权、股票配资、期货、黄金方面的受害者！MT4被骗亏损频频爆仓是有问题！MT5操作一直亏损有疑问可以来咨询不论你是在黄金、外汇、恒指、A50指数、期货、现货、期权、HK50、股票配资、沪深300、邮币卡、大宗商品等亏损都可以来找黑猫维权  VX:HMWQ522 电话:18008639532！　　曝光平台：香港CBS财富　　　　带单老师：林森望、朱俊闵　　　　带单群：森望博论学习群　　　　直播间：森望博论30班　　　　操作产品：小道指、黄金、原油、白银、铜、沪深300　　　　带单方式：一对一带单，群带单　　平台受害者自述：　　前段时间收到一位好友申请，我比较好奇于是就通过添加了好友，后来通过聊天发现她也是个股民，所以后面互动交流的更加频繁。有一天我被她拉进一个陌生直播间，里面有几个几位老师（周行）轮流讲解股票的走势，本来我是不以为然的，过了几天我再看财经新闻的时候突然发现，这些金融分析师讲的那只股票真的涨了，我渐渐地对这些老师有点兴趣了，以后的每一次直播我都认真地听了，中间也有人问过是不是要收费，老师们都说他们在为升高级讲师拉人气，希望我们能帮他投票。　　　　听老师直播后的一段时间，老师突然说暂时不会再讲股票了，现在行情不太好，他现在转投CBS财富平台了，如果你们感兴趣，可以跟我们一起赚钱，同时问我们要不要加入CBS财富平台，起初是有些犹豫的，但是随着里面的托每天发自己盈利的截图，我渐渐的动心了也跟老师说要加入，老师说因为我是后加入的所以我投的资金要多些，但我已经被贪欲蒙蔽了双眼，一下子把自己大部分的积蓄30万全投到了平台里面，当天晚上就不对劲一直亏损，找老师也联系不上，想把资金出出来也不行，一夜之间资金全没了！　　　　好在后来在网上搜索关于这个CBS财富的资讯，偶然间看到了黑猫维权  VX:HMWQ522 电话:18008639532的文章，就感觉自己抓到了最后一根救命稻草，马上就与黑猫维权 取得联系，了解到维|权需要老师的带单记录丶操作记录丶银|行流|水等相关资料，因为职业的原因，我在每次操作的时候都有保存老师指导内容，老师、助理的联-系-方-式都保存了，真是万幸。整理之后就把资料递交给黑猫维权 团队了，黑猫维权 团队也是比较有效率，在收集完证|据之后，趁该平台还未跑|路的时候，就和他们在交涉，利用法|律武|器帮助我，大概两周时间，黑猫维权 成功帮助我追回了9成损失！　　不论你是在：黄金、外汇、股票配资，恒生指数、A50、货币对、美指、HK50、沪深300、期货等亏损都可以追回，朋友们注意了！只要是网络平台投资被骗亏损达到以下要求的我们可以接案处理的。　　　　1：被骗亏损额度超过2万*；　　　　2：交易记录在1年以内；　　　　3：有网银入金记录的；　　　　4：有老师和客户的聊天记录　　　　5：平台没有跑路还再运作的；满足以上条件我们有把握追回、时间3-15工作日。　　　　黑猫维权 承诺：维权不成功不收取任何服务费　　　　结语：　　　　自古以来，很多事物都是相对的，有真也有假，现货，期货近几年来非常火热，成为了一项非常火热的投资项目，但是现实中，频频暴露出现货，期货的黑幕背后，有的人因为巨额的亏损，导致家破人亡，妻离子散，也有的人选择默默吞下苦果……　　亏损追回可联系黑猫维权  VX:HMWQ522 电话:18008639532 收起全文d,1,6,煽动维权诈骗
78628,摘要：狮子金融骗子平台？亏损的可以来咨询我，狮子金融是什么平台？狮子金融有问题吗？狮子金融我什么不能出金？狮子金融从头到尾都是片人的吗？亏损之后可以维权追回吗？狮子金融套路曝光，为什么在狮子金融一直亏损？维权可以帮你追回资金。被狮子金融片了怎么办？狮子金融是黑平台吗？需要咨询有关维权的可以免费咨询我。狮子金融可以追回资金前言： 金融投资市场中，正规平台和非法平台相互混杂，很多平台建立某某交流群，这些群基本十有八九都是非法平台搞的，基本上群里面5%是客户，剩下的都是非法平台的人员伪装的。他们假扮各种不同的身份，相互配合来骗取客户的信任，最终迷惑投资者。这种非法平台的交流群危害性十分的大，只要投资者进入其中95%会被诱惑进在非法平台操作，最终导致亏损也是可想而知的曝光平台：狮子金融受骗经过和现在结果：7月15日一个陌生人加我，说什么投资赚钱有老师一对一喊单，后来就有操作恒指赚钱的交易方式带领大家赚钱，又打电话跟我联息，各方面诱惑我开设账户我不太会用电脑，他就帮我远程操控入金，下载交易软件，期间我拖了一个月时间观察，看他们晒的图收益确实不错，我也就没了顾虑开始接触，7月20日入金13万元，分别介绍了三四个老师给我一对一喊单。       刚开始赚了2万后觉得可行就加大了资金，结果当晚就崩盘了，全部亏损了，而且不按以往让我们止损而是让我们持有，就这样开始，后面总说赚少亏多，只保留了一个助手名字，到目前总共亏损了30万元，还一直叫我入金操作。启铭查询结果总结：              我开始怀疑这是个套路，于是在网上开始搜索相关新闻，看到了启铭维权发布的文章，就赶紧联系了启铭维权，我们了解到于先生的情况后对于追回资金的把握很大，并进行了紧急处理，他们说前期没有任何费用，只需要提供相关的正据就可以帮助维.权追回损失，于是我就委托他们处理了这个案子。半个月不到的时间平台就给了回复并补偿大部分亏损资金！幸运的是在他们的帮助下还真的帮我追回了损失，真的很感谢他们！咨询启铭维权威-新：qm11440温馨提示：中国当前禁止开设数字货币交易所，对数字货币的监管也较为严格。可见目前中国对数字货币的态度是比较谨慎的。监管部门重申，比特币是特定虚拟商品，不具有法偿性、强制性等货币属性，不具有与货币等同的法律地位，不能且不应作为货币在市场上流通使用。数字货币在中国目前还没有相关法律法规，但从央行下发的一些相关文件来看，国家对于数字货币还是非常谨慎的，尤其是由个人发行的数字货币风险很大。外汇黄金被骗、个股期权被骗、股指期货被骗、股票配资被骗、沪深300被骗、数字货币被骗、富时A50被骗、港股追损、融资融券亏损、50etf期权亏损等都可以来找启铭维.权维权为什么选我们？委托我们维权不事先收取任何费用，不成功帮助委托人追回损失我们不收任何费用，每个月处理上百起维权案例，有着丰富的维权经验让你的委托没有后顾之忧。想客户之所想，及客户之所及，一直是启铭维权团队的服务宗旨。启铭维权，律师团队详细咨询W-X：qm11440 Q：1776908522 收起全文d,1,6,煽动维权诈骗
80163,#盈盛期货正规吗##盈盛期货合法吗##盈盛期货被骗怎么办#防范非法证券期货活动之“加减乘除十不要”提防股神荐股，“加”固思想防线：    不要迷信股市“大神”、美女助理、直播间喊单“导师”、冒牌“财经评论员”，不要听信所谓“证券公司”或“私募机构”的荐股来电，不要加非法机构的股票交流群。谨慎投资转款，“减”少盲目冲动：    不要相信“高收益高回报”的投资机会，不要在来历不明的App上开立投资账户，不要向个人的银行账户、支付宝或微信账号汇款。认清杠杆效应，远离“乘”数风险：    不要参与场外配资，不要参与打着“风险有限，收益无限”口号的高杠杆率投资，不要只看到“赚”的翻倍而忽视“亏”的翻倍。抵制外盘诱惑，清“除”风险隐患：    不要轻信以外币计价的非法交易平台的账面“盈利”。警惕各种所谓黄金外汇的外盘市场、境外股指期权、“数字货币”等交易骗局。投资前要签正式合同，保留交易流水，交易异常要多留意。这个平台老师带我操作亏损应该怎么办？咨询追损法律咨询顾问微信：hehuaai52000 收起全文d,1,6,煽动维权诈骗
