content,is_illegal,,,,,,
【宜君首批发放百万电子消费券】陕西农村报讯（王娟 记者 王根平）“刚买的核桃夹馍酱，一盒55元，我用‘云闪付’扫码支付，立马就减了20元，电子消费券用起来真划算！”日前，在宜君县“稳就业保市场主体”电子消费券发放仪式消费者体验区，居民张耀林看着手机上减免完的金额，乐呵呵地说。　　　　宜君县为加快推进商贸消费领域复工复产，决定向全县居民和外地来宜消费者以及定向购买宜君产品的消费者发放500万元惠民电子消费券。在相关银联单位的指导支持下，首批投放100万元惠民电子消费券，以惠民消费券为主体，其他促消费立减活动为辅，基于银行移动支付“云闪付”APP进行。消费券的核销将通过宜君辖区内各银行业金融机构拓展和布放的智能POS受理终端和聚合支付码牌实现，覆盖宜君县公交、小微商户、普惠金融服务点、超市、百货、酒店、旅游、餐饮、出租车、地摊市场等。 收起全文d,0,,,,,,
UFC 4没有次世代版本，不会针对PC和NS平台推出。包含微交易系统，但基本都是定向购买（皮肤、饰品和解锁人物），不会有随机开箱的微交易。游戏重点在于玩家的个性化上，可以自创角色比赛也可以使用职业选手比赛。新增了Blitz Battles闪电战模式，定期更换规则，快速在线对战。在线世界冠军模式可以理解为天梯积分战，会定期轮换重量分区和改进匹配来保证比赛公平。游戏性方面：RPM技术更新，扩展到缠抱、擒拿和更多涉及打击方面的领域，另外还增加了新的地面和磅击机制，以及抓斗辅助控制。 收起全文d,0,,,,,,
提示999中国人民银行今日早间发布消息表示，目前银行体系流动性总量较高，可吸收央行逆回购到期等因素的影响，今日不开展公开市场操作。这已经是央行连续第四个交易日不开展公开市场操作。而今日，则有700亿元逆回购到期，意味着今日市场实现净回笼700亿元 L央视财经的微博视频 ?,0,,,,,,
通货膨胀，货币又升值。 2. 通货膨胀的表现有：货币贬值，物价持续上升，经济过热。货币贬值只是通货膨胀通胀一般是会引起汇率下跌的，但是，如果其他国家通胀更历害的话，汇率就不必然下跌了。 2，国内购买力 通胀通货膨胀率到底多少？ 要搞清楚这个问题，先简单说一下通货膨胀是怎么回事，从而推导一下通货膨胀率的计算公式 通货膨胀通货膨胀、货币贬值的程度。 但是实际中，没办法直接计算通货膨胀率。一般采用居民消费价格指数（CPI）来反映通胀货币贬值（dV/V&lt;0）等价于通货膨胀（dP/P&gt;0）（注意有个负号），货币贬值率和通货膨胀率 O你觉得通货膨胀率和货币贬值率成正比吗？ 收起全文d,0,,,,,,
10岁成长、40岁打拼；30岁定向……能拥抱的时候！#期权##美食做菜很简单# ?,0,,,,,,
很多人在讲农产品贵，有个很简单的道理；为毛你不买便宜的，捡贵的买呢？农产品从荒山野地里种植出商品，无法实现机械化种植，零化学物质肥料种植，人力资源稀缺。07inBEO16。再考虑一下，农产品还贵吗？5年后如果你真想吃到真正的农产品，说实话，你有钱真不一定能买到。#黄冈三农# 麻城市 ?,0,,,,,,
【方星海：继续严厉打击市场操纵和内幕交易行为】证监会副主席方星海在第十三届中国（深圳）国际期货大会上表示，通过有效监管和交易机制创新，确保期货价格的公正可信。秉持依法全面从严的监管理念，加强市场监管。要继续严厉打击市场操纵和内幕交易行为，对客户的资金、持仓以及产品的资金、持有人实 ?,0,,,,,,
分享小宋老师Nausi 的@绿洲 动态：「宇宙水母」 水母星云（学名IC 443）是一个距离地球5000...O绿洲 ?,0,,,,,,
点名boss直聘垃*圾*软*件，无*良操*作堪比*大*眼*仔。疯狂给你塞根本不匹配的岗*位，然后逼你开会*员定向筛选。点了不感兴趣还一直推一样的。脑子一昏就上当了。浪费了一天去面了一个不合适的岗*位。唯一收获是hr肯定了我的文案和运营能力但他们招的是商务岗。就离谱打了一晚上古剑出气。 收起全文d,0,,,,,,
提示999#今日看盘##视频看盘##财经视频#由于新冠病毒蔓延和石油价格暴跌的双重影响，美国股市重挫，8天之内道琼斯指数三次下跌超过2000点并发生熔断，创历史之最。股票指数是用来描述股市整体价格的方法，历史最悠久的指数是美国的道琼斯指数，它用几十种股票的平均价格描述股市的涨跌。中国的上证综合指数则囊括了上海证券交易所所有股票按照市值进行加权平均之后的价格．L李永乐老师的微博视频 收起全文d,0,,,,,,
"1. 采购条件
本批次项目采购人为国网重庆市电力公司营销服务中心，项目资金已落实，该项目已具备授权采购条件，现对该批次项目采购进行公开竞争性谈判。
采购人委托四川三信建设咨询有限公司（以下简称“采购代理机构”如有），采用公开竞争谈判方式邀请有兴趣的潜在应答人提交密封的有竞争性的应答文件，并参与竞争性谈判。
2. 项目概况与采购范围
详见公告附表1:项目需求一览表
3. 应答人资格要求
本次采购要求应答人须为中华人民共和国境内依法注册的企业法人或其它组织、个人，须具备完成相应采购项目的能力，并在人员、设施设备、资金、资格等方面具有保障如期交付等承担采购项目的能力。
3.1通用资格要求：
1）必须具有完成采购项目所需的场地、人员及相应技术力量。取得采购人要求的有效认证证书及有效年检记录（如有）。
2）取得国家法律、法规、部门规章及规范标准规定的有效许可证。应有良好的财务状况和商业信用。
提供的同类服务未因该服务原因出现过事故；或出现过事故，但已采取了有效的整改措施及善后处理，并得到项目单位的验证。
3）在合同执行过程中，未因应答人的交付拖延问题而严重影响施工和工程进度；或被相关单位或管理部门书面处罚的；或出现过其它重大问题，但已采取了有效的整改措施及善后处理，并得到项目单位的验证。在国内采购活动、合同履行、后续服务过程中，未受到国家电网公司、其所属单位的质量或履约服务投诉。
4）企业信誉：
①应答人应自行在中国裁判文书网查询，并按照采购文件中“重法纪、讲诚信”承诺函的要求对应答人、应答人法定代表人和项目负责人行贿犯罪查询结果作出承诺。
②根据最高人民法院、国家发展改革委、国家铁路局等九部门联合印发的《关于在招标投标活动中对失信被执行人实施联合惩戒的通知》（法〔2016〕285号），应答人不得存在违法失信行为，不得被“信用中国”网站（www.creditchina.gov.cn）列入“黑名单”。
根据《企业信息公示暂行条例》，应答人不得被工商行政管理机关在全国企业信用信息公示系统中列入“经营异常名录”或者“严重违法失信企业名单”。应答人应提供在“信用中国”网站（www.creditchina.gov.cn）、国家企业信用信息公示系统（www.gsxt.gov.cn）查询的，包含“黑名单” 、“列入严重违法失信企业名单(黑名单)”、“列入经营异常名录信息”的查询结果(查询日期应在应答截止日前20天内，查询结果应为网站自动生成的PDF文件的电子版或附时间无更改的网页截图打印结果)。
③事业单位应自行承诺信誉良好相关内容。
3.2各项目具体资质业绩要求事项见“需求一览表”。
3.3本次采购不接受联合体投标。
3.4本次采购不接受代理商应答（物资采购除外）。
4. 采购文件的获取
4.1采购文件（电子文件）免费获取。
4.2 凡有意参加应答者，请于2020年7月16日至2020年7月20日，每天09：00至17:00时（节假日除外），按附件2格式填写《采购文件获取登记表》，加盖单位公章后与营业执照、法人授权委托书和相关资质条件扫描件一并发至采购代理机构邮箱，采购代理机构将电子版采购文件发送至应答人邮箱中。
4.3未按照上述要求获取采购文件的应答，采购代理机构将不予受理。
5.应答文件的递交
5.1应答文件密封递交。
应答截止时间：2020年7月24日上午9 ：00。
应答文件递交方式：1、纸质应答文件应在2020年7月24 日9：00前邮寄或专人送到国网重庆市电力公司营销服务中心（地址：重庆市渝北区五福路1号2楼201；联系人：王凌宇；电话： 023-88322281 ），各应答人应该考虑邮寄或专人到达时间。 
2、为防止在疫情期间发生聚集传染，减少人员聚集。开标现场由代理公司工作人员在监督的见证下采用电话报价和进行填写，请各投标人2020年7月24日9时至17时保持电话通畅，如果供应商电话无人接听或关机，应答文件不合格。
6.发布公告的媒介
本次竞争性谈判采取公开邀请方式，在国家电网有限公司电子商务平台（http://ecp.sgcc.com.cn）和中国招标投标公共服务平台上发布采购公告，采购公告将明确对应答人的资格要求、获取采购文件的日期和地点、应答等事宜。
7.其他
如采购文件中其他章节内容与本章内容有不一致的，以本章内容为准。
8. 联系方式
采购人：国网重庆市电力公司营销服务中心 采购代理机构：四川三信建设咨询有限公司
地址：重庆市渝北区五福路1号           地址：重庆市华宇北城中央汇A区3-20-15
邮编：401120                           邮编：401120                                             
联系人：王凌宇     联系人：曹植 
电话：023-88322281                     电话： 023-63021359               
采购代理机构邮箱：413329577@qq.com         


附表1：项目需求一览表
序号

项目编号

包号

项目名称

项目概况

采购内容

资质条件

工期或执行期限

 

报价方式


1

SX-2020-0701

包1

国网重庆营销服务中心2020年-2021年多媒体制作服务

为提高国家科技支撑计划项目成果“山地城市电动汽车分时租赁关键技术与深化应用”申报2020年国网科技进步奖、中国电力科学技术奖、重庆市科技进步奖等奖项的展示效果，需采购多媒体制作技术服务，包括展示视频、录音ppt等，同时为中心其他科技创新类（科技项目立项申报、实施过程、验收、成果转化及报奖等）提供多媒体展示效果优化提升服务。

服务

专用资格条件
1.中华人民共和国境内注册、合法经营的独立企业法人或其他组织。
2.具有ppt、视频等多媒体制作的相关业绩。
 

合同签订之日起至2021年12月31日

 
 
预计发生金额10万元

金额报价
（框架）


2

SX-2020-0702

包1

国网重庆营销服务中心2020年大竹林办公区域信息化运维服务

外委专业IT设备运维公司协助完成中心大竹林办公区域（包括凤凰D座、电科院等处）包括信息通信弱电设备间、核心路由器、核心交换机、接入交换机、服务器以及办公计算机及笔记本、程控电话、会议相关音视频设备等信息通信基础设施的运维工作。

服务

专用资格条件
1.中华人民共和国境内注册、合法经营的独立企业法人或其他组织。
2.工商营业执照中的经营范围应包含计算机硬件相关经营内容。
 

合同签订日起至2020年12月31日

 
11万元

金额报价
（报总价）


3

SX-2020-0703

包1

面向智能感知的HPLC深化应用技术研究与应用-泛在电力物联网感知设备需求模型研究服务

因“面向智能感知的HPLC深化应用技术研究与应用”（项目编号：2020渝电科技管牵2#）科技项目研究需要，需进行泛在电力物联网感知设备需求模型研究的外委研究服务采购。该项目涉及电力物联网业务的HPLC关键技术研究相关内容，拟采购该领域供应商服务。研究内容为分析客户侧泛在电力物联网台区能源控制系统及综合能源控制系统业务需求及应用场景，建立数据传输需求模型, 开展当前通信技术对客户侧泛在电力物联网台区能源控制系统及综合能源控制系统数据传输模型支撑能力分析, 研究基于HPLC感知设备网络拓扑精准识别技术。

服务

专用资格条件
1.中华人民共和国境内注册、合法经营的独立企业法人或其他组织。
2.高校等研究型事业单位业务范围或公司营业执照具备“开展科学研究”要求。

合同签订之日起至2021年11月30日

 
15万元

金额报价
（报总价）


4

SX-2020-0704

包1

电能计量器具性能评估国网重点实验室2020年环境维护服务

针对国网重点实验室“电能计量器具性能评估实验室”的实验室环境进行维护,包括防静电地板胶维护、门禁系统维护、温湿度环境系统维护、电源系统维护等，确保实验室环境条件满足相关要求。

服务

专用资格条件
1.中华人民共和国境内注册、合法经营的独立企业法人或其他组织。
2.经营范围包括仪器仪表或电力相关产品的生产或技术服务。

合同签订之日起至2020年12月31日

 
 
 
10万元

金额报价
（报总价）",0,,,,,,
　　“2020年，中国云游戏市场预计超过10亿。未来两年，预计每年增长率超过100%，”近日，权威的第三方游戏研究机构伽马数据发布《2020年云游戏产业调查报告》，对中国云游戏市场前景给出了利好的预期。　　该报告同时指出，国内拥有游戏业务的企业对云游戏这一新领域行动不一，截至2020年5月，百亿市值以上企业云游戏布局更显积极，已布局的企业占比达35.1%，但百亿市值以下的企业则相对较少布局。对整个游戏行业来说，这意味着，相比之下更多的企业尚在观望中。　　伴生5G：云游戏"强者恒强"?　　5G技术已渐渐融入国人的生活，国内媒体对云游戏的报道热度升温，但“云游戏”的概念尚未普及到大众层面。　　日前，中国信息通信研究院泰尔终端实验室互联网与软件部副主任、5G云游戏产业联盟秘书长林瑞杰在接受媒体采访时给出了相对完整的概念。林瑞杰认为，“从用户角度看，云游戏摆脱了终端硬件的束缚，无需下载、无需安装，一点就玩；从游戏开发者角度看，开发不再需要与终端硬件做适配，更加高效。从游戏管理角度看，所有云游戏的分发、运行都在云端进行，这对游戏内容合规性的监管、游戏内容版权的保护以及大众最为关心的青少年防沉迷都极为便利。”　　事实上，从2019年6月至今，国内正式步入5G商用时代，至今已满一年。　　业界观察人士称， 2020年上半年，国内云游戏已经“迎来了从概念步入现实的关键一步”。　　国内厂商如完美世界、腾讯、网易、三七互娱、盛趣游戏、中手游、西山居、盛天网络等布局云游戏早已不是业界的秘密。　　例如完美世界方面表示，公司将在云游戏基础上，进一步拓展开发VR云游戏，不仅在引擎上做全面升级，还将与国内5G、云技术、VR技术等头部公司合作伙伴强强联合，共同探索＂5G+VR+云游戏＂商业化。　　据此前消息，完美世界游戏联合天翼云游戏等，已经实现了《诛仙》手游、《神雕侠侣2》手游等数款精品游戏的云端试玩，得到了很好的市场验证与反馈。7月2日，公司首款旗舰级云游戏《新神魔大陆》已上线公测，接下来完美世界游戏会与更多云游戏平台建立合作。　　长期研究游戏股走向的券商认为，云游戏的走向会有几种可能性――现有的游戏大厂，极有可能强者恒强；其次，已经和巨头利益捆绑的公司被看好，特别是流量巨头参股的相关公司。　　两年的机遇期：挑战不止于来自5G　　“云游戏会是一个巨大的市场，预计云游戏成熟和5G的全面普及应该是同步的，可能需要2―3年时间”，此前有游戏厂商对此云游戏的机遇期给出了自己的判断。　　就目前而言，云游戏要成为一个成熟体并且得以普及，不仅需要国内各地方的5G基站搭建完成，还需要解决云游戏搭建和运营成本以及探索适合云游戏的商业模式等很多问题。无论是5G网络的覆盖率还是用户的普及率，都需要时间来沉淀。　　2020年，面对云游戏这个机遇期，游戏企业可能遭遇的挑战不止是5G技术浸入的深度和广度，还有更多需要游戏行业一起面对的问题。　　云游戏处于行业初期，还未形成统一的行业标准，产业链也并未完善；企业研发使用的技术解决方案及商业模式还需要不断探索，并在实际运营中完善，这个过程需要大量投入和时间积累。　　云游戏涉及网络带宽、服务器硬件、软件技术、用户终端硬件、游戏内容、游戏开发者等多个方面发展和配合，当这些方面相互形成完美配合时，就是云游戏真正走向成熟的标志。这已经不是某个单一游戏厂商的说法，而是已经成为国内游戏企业的普遍共识。,0,,,,,,
中新经纬客户端7月16日电日前，京东超市联合中国矿业联合会天然矿泉水专委会及中国天然矿泉水产业联盟(简称：专委会)达成战略合作协议，双方携手推出国内首家电商平台销售天然矿泉水溯源认证方式，在京东超市设立官方天然矿泉水认证品牌线上推广专区。7月13日，昆仑山矿泉水水源地获插旗认证，并作为“京东超市天然矿泉水专委会联合认证的天然矿泉水品牌”正式挂牌，同时正式入驻天然矿泉水线上推广专区。中国矿联天然矿泉水专委会秘书长廖雷、京东零售集团大商超全渠道事业群消费品事业部总经理刘利振、加多宝集团总裁李春林及多位行业技术机构的专家学者共同见证这场战略合作的云签约仪式，签约仪式上，昆仑山被授予天然矿泉水专委会副主任单位。京东超市凭借正品品质、品类丰富度、价格和服务体验的优势，多年来一直以为消费者提供高品质的商品和服务为主旨。专委会作为国内矿泉水专业协会，与京东超市在为消费者提供优质天然矿泉水、为消费者带来安心、放心的饮水品质理念不谋而合。此次，京东超市携手专委会推出国内首个矿泉水品类溯源认证方案，一方面依靠京东智能供应链和智能物流等新基建优势，保障昆仑山矿泉水供应、运营，另一方面也为昆仑山品牌赋能增量。在矿泉水行业，昆仑山矿泉水突出的标签是“品质”，昆仑山整合全球优质资源，不断升级质量管理体系，将严苛的质量管控标准贯穿于整个产业链中。除了品质，创新同样是昆仑山赢得市场和消费者的重要因素，昆仑山以消费需求为导向，从上游全自动化流程到中游产品包装、运输及下游零售等各个环节，昆仑山已经实现了高度的智能化。昆仑山矿泉水水源地位于海拔6000米昆仑山玉珠峰，北纬36度至46度的世界黄金水源带，万年冰川慢慢融化，渗入岩层，经过50年以上过滤和矿化，成为珍贵的昆仑山矿泉水。昆仑山矿泉水工厂位于昆仑山玉珠峰西大滩，海拔4115米，是世界上海拔最高的矿泉水工厂之一，每一瓶昆仑山矿泉水都遵循严格的品质检验程序，历经232项严格标准检验，只为确保昆仑山矿泉水“净”“矿”“小”“碱”四大黄金品质。在新消费背景下，昆仑山深知，消费者作为消费链条的核心，只有洞察消费者深层次的个性化需求，才能屹立于市场。昆仑山作为行业知名矿泉水品牌，十年来，一直秉承“只做水，做好水”的理念，立志让中国人都喝上“好水”。人们对饮水健康和品质好水逐渐重视，我国矿泉水市场消费潜力巨大。未来，昆仑山将开拓更多国外市场，引领矿泉水高质量发展。(中新经纬APP)返回搜狐，查看更多责任编辑：,0,,,,,,
宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）发行结果公告20经开01:宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）发行结果时间：2020年07月16日10:35:37中财网原标题:宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）发行结果公告20经开01:宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）发行结果公告债券简称：20经开01债券代码：163717宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）发行结果公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。宁波经济技术开发区控股有限公司（以下简称“发行人”）公开发行总额不超过10亿元的公司债券已获得中国证券监督管理委员会证监许可〔2020〕23号文核准。根据《宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）发行公告》，宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）（以下简称“本期债券”）发行总额为不超过人民币10亿元。发行价格为每张人民币100元，全部采用网下面向合格投资者簿记建档的方式发行。本期债券发行工作已于2020年7月15日结束，实际发行规模10亿元，最终票面利率为3.95%。特此公告。（此页无正文，为《宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）发行结果公告》盖章页）发行人：宁波经济技术开发区控股有限公司年月日（此页无正文，为《宁波经济技术开发区控股有限公司2020年公开发行公司债券（第一期）发行结果公告》盖章页）主承销商：浙商证券股份有限公司年月日　中财网,0,,,,,,
今年以来，中国的猪肉市场始终保持着“供不应求”的状态，结果“水涨船高”，猪肉价格越来越贵，老百姓纷纷表示都快吃不起猪肉了，但是美国的猪肉却非常便宜，平均每斤猪肉成本5元一斤，但是美国商家想出口到我国售卖，却遭到了拒绝。中国现在的猪肉市场价平均在30元一斤，而美国国内猪肉平均在5元一斤，这样算来，比我们的猪肉整整便宜了6倍！如果美国猪肉出口到我国，一定会大受欢迎，老百姓天天都能吃上猪肉了。因为中国老百姓非常喜欢吃猪肉，每年每个人平均要吃掉80斤左右的猪肉，但是由于价格越来越高，老百姓消费欲望也慢慢降低了。美国地广人稀，农业发达，他们的集约化生产可以更大程度地节约成本，而由于人口基数少，大家买的欲望也不高，所以美国猪肉养殖户们总是在为没有猪肉市场发愁，得知中国的猪肉市场这么庞大，还能进行高价售卖，。美国一些小养殖户们便都信心满满，想在中国捞一笔金。但现实是残酷的，他们没有出口许可证，由于今年的特殊情况，想出口食品更是要经过层层检测和质量把关，这样出口成本就增加了不少，也让美国商家们望而却步了。事实上，中国也不会同意美国商家进口猪肉到我们国家来的，因为前段时间还出现了非洲猪瘟，说明猪肉质量存在很大隐患，如果贸然进口一些猪肉，极有可能会带来更多风险，为了大家吃上优质安全的猪肉，中国也不惜耗费重金与俄罗斯达成了合作，经过层层严加把关进口百亿吨猪肉到中国市场，但猪肉价格在短时间内是不会降了，最后希望大家今年都吃得上猪肉，吃得起猪肉。来源：指尖奇谈返回搜狐，查看更多责任编辑：,0,,,,,,
"　　中国网财经7月16日讯(记者陈琼)依靠着'极致性价比'以及强大线上营销能力，成立四年的完美日记短时间内迅速跻身国货彩妆行业龙头行列。备受资本追捧的同时完美日记日前传出再一次传出IPO消息，此前完美日记已经完成4轮融资，半年时间估值翻了一倍达到20亿美元。

　　在完美日记高速扩张的同时挑战开始显现，随着线上红利消失，开始拓展线下市场的完美日记需要背负更大的成本压力以及前景的不确定性。中国网财经记者还留意到，自今年4月以来完美日记被曝大规模裁员，人员流动性过大也成了完美日记扩张中的“隐形炸弹”。

　　资本宠儿

　　新国货化妆品的赛道有多热，各路资本的热情可见窥见一斑。

　　4月1日，完美日记完成新一轮1亿美元融资，此轮融资后，完美日记估值将达20亿美元(约合人民币141.97亿元)。据了解，完美日记该论融资，领投方为老虎环球管理公司，厚朴管理投资公司、博裕资本参投。完美日记上一轮融资是在2019年9月，彼时10亿美元，时隔半年，完美日记估值整整翻了一倍达到20亿美元。

　　资料显示，完美日记创立于2016年，创始人黄锦峰曾在淘品牌御泥坊担任首席运营官一职。截至目前，完美日记已经完成4轮融资，其投资名单上不乏真格基金、弘毅资本、高榕资本、高瓴资本、老虎基金等知名投资机构。2019年最新美妆销售排行榜中，完美日记力压各大国际品牌排列第一，成为新晋“国货之光”。

　　备受资本追捧的同时完美日记日前传出再一次传出IPO消息。根据彭博社报道，完美日记母公司广州逸仙电商正在筹备IPO，计划融资4亿~5亿美元。此前也有媒体援引知情人士消息称，完美日记预计将在今年年底或2021年上半年挂牌上市。对于沸沸扬扬的传闻，完美日记官方对IPO消息予以否认。

　　裁员噩梦

　　与国货之光、资本宠儿的外印象不同，在完美日记的员工们眼中，公司又是另一个画像。“离职后我成为了完美日记最大的黑粉”，一名完美日记前员工表示。

　　中国网财经记者了解到，社交媒体上，关于广州逸仙电子商务有限公司人员流动大的吐槽也不少。有主动离职老员工称，近年来公司高速发展背后是对员工的压榨越来越多。包括工作越来越多、工资福利越来越少、kpi越来越高，老员工每天提心吊胆kpi和被裁员。

　　有广州逸仙电子商务有限公司前员工表示，从4月底完美日记就在大量裁员，到五月中旬一共裁了400多号人，这400多号人里面不乏被hr拖着不签三方的实习生。一名员工表示，整个公司做了半年的已经是老员工了，人也一天一天的减少，入职培训的群当初有300人接近400多人，走的时候剩下一百零几个。另一名员工也表示，“入职当天80几个伙伴，现在还剩下不到5个”

　　躲过裁员风暴留下了的员工则抱怨加班严重，“九点十点都不叫加班，必须向加到凌晨三四点的铁人看齐，最近公司在疯狂裁员，员工流动性非常高，入职的说好的福利说没就没“。一名逸仙电子商务有限公司员工表示。

　　针对上市传闻逸仙电商董事长黄锦峰也表示，公司目前仍处在创业的初始阶段，更关注如何为用户创造价值，而不是公司的市场估值。而从员工们的抱怨声中可见，完美日记在努力为用户创造价值的同时却忽视了员工自我价值实现。

　　针对公司大规模裁员及原因，中国网财经记者向广州逸仙电子商务有限公司发出采访函求证，截至发稿，逸仙电子商务有限公司并未给出回应。

　　线下迷局

　　创立仅4年的完美日记是当前国产美妆领域的明星品牌，其热门彩妆产品红丝绒唇釉长期占据天猫彩妆品类销售额第一名的位置。不过随着线上红利消失，完美日记的高速增长遇到瓶颈，公司也在这种背景下加码线下市场。

　　2019年年初，完美日记开出第一家线下门店，据完美日记官方数据，截至今年6月24日，完美日记已经在全国47个城市开出了100家门店。根据完美日记规划，2022年线下门店总数超600家。这意味着高昂的开店成本以及更激励的竞争环境，在国际品牌占优势的线下渠道，完美日记靠什么突围仍是未知。

　　完美日记今年的开店目标能否实现？如何应对线下更高的运营成本带来的挑战？针对这一系列问题，中国网财经记者向广州逸仙电子商务有限公司发出采访函求证，截至发稿，逸仙电子商务有限公司并未给出回应。

　　口碑滑坡

　　打出“大牌平替”以及极致性价比的标签，完美日记收获了一众年轻消费者的追捧。不过在产品口碑上，完美日记的表现却不尽如人意。微博、知乎等社交平台上不少用户在体验了相关产品后发出了“拔草”感言。完美日记旗下爆款产品、销量第一的哑光唇釉被消费者吐槽体验很差，“被众多美妆博主推荐的哑光唇釉在嘴上不仅巨干，而且从颜色到质地，都非常的不符合他家的宣传”，消费者尚女士在社交平台上表示。

　　产品质量的“一言难尽”来自于其代工模式，压低成本意味着产品在成分配给、生产工艺等层面的门槛都比较低。据了解，完美日记的代工厂包括科丝美诗、莹特丽、臻臣等业内知名的代工企业。中国网财经记者查询国家药监局网站显示，完美日记清透滢亮防晒喷雾生产企业为科丝美诗(中国)化妆品有限公司。

　　强营销、重代工的模式使得完美日记短短时间迅速崛起，也带来了众多模仿者，花西子、调色师等一堆主打性价比并以年轻消费群体为主的国产美妆品牌的兴起给完美日记带来了巨大压力。

　　在高速扩张以及估值快速提升的同时，完美日记更需要考虑的是如何打造护城河。",0,,,,,,
"　　据媒体报道，央行正计划在美团点评运营的平台上测试其数字货币，朝着数字人民币(DCEP)的广泛普及迈出重大一步。

　　天风证券分析师沈海兵认为，全球数字货币落地浪潮仍处于初期阶段，将是全球金融科技中长期主线之一。未来所有C端核心应用场景(衣食住行)均会于接入合作，央行数字货币从封闭测试到大规模推广落地的速度有望加快。

　　此前，数字货币推广的消息已接连传来。4月，有消息称数字货币在苏州公务员工资发放中进行试点；一周前，央行数字货币研究所与滴滴出行正式达成战略合作协议，数字货币进军智能出行生态。

　　除此之外，哔哩哔哩、字节跳动等公司与邮储银行、交通银行也在积极参与DCEP的落地。本次消息传来，数字人民币在多元化场景中的平台生态建设无疑又添一环。

　　国盛证券通信团队认为，央行数研所将DCEP“朋友圈”正式向商户开放后，DCEP用户端举措可期。如欲推广，DCEP还可尝试从用户端发力，例如，与税务部门联合推出“使用DCEP支付的交易免税”等方式激励用户使用。

　　天风证券称自去年以来一直坚定看好资本市场改革与数字货币作为金融科技的两条主线，商户端对数字货币的应用是开放场景与高频使用双方面的挑战，未来，顶层设计+日常高频应用将双管齐下。

　　未来，央行数字货币或将从账户侧、清算侧、商户侧重写支付产业链分润规则。国盛证券建议投资者关注拥有互联网支付、移动支付、收单资质的支付机构(拉卡拉(300773,股吧)、海联金汇(002537,股吧)等)；布局了人脸支付等新技术的公司(恒宝股份(002104,股吧)等)；仍掌握用户支付账户主导权的头部互联网机构(腾讯、阿里、美团等)；布局了头部互联网机构服务商的公司，如华峰超纤(300180,股吧)(威富通)；POS/ATM厂商龙头(新大陆、新国都(300130,股吧)、广电运通(002152,股吧)等)。

　　与此同时，美国商品期货交易委员会(CFTC)也公布了4年战略计划，将推动数字资产创新整体框架。国盛证券分析师宋嘉吉等评价，新的战略规划让行业看到了更积极的一面，传统金融市场与加密货币市场的融合将不断提速。",0,,,,,,
7月16日，国家统计局发布上半年中国经济数据，全国城镇调查失业率有所下降，就业形势总体稳定。上半年，全国城镇新增就业人员564万人，完成全年目标任务的62.7%。6月份，全国城镇调查失业率为5.7%，比5月份下降0.2个百分点；其中25 59岁群体人口调查失业率为5.2%，低于全国城镇调查失业率0.5个百分点，比5月份下降0.2个百分点。31个大城市城镇调查失业率为5.8%，比5月份下降0.1个百分点。全国企业就业人员周平均工作时间为46.8小时。二季度末，农村外出务工劳动力总量17752万人。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP),0,,,,,,
　　据福布斯消息，比特币支付初创公司Zap已完成350万美元种子轮融资，以扩大比特币支付业务。此次融资于今年4月正式结束，由GreenOaksCapital领投，MorganCreek参投。,0,,,,,,
